CumOil12Month,rowID,Operator,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT
117802.9296875,2819,HUNT,WOLFCAMP B,7250,1237,34
55458.1796875,2820,HUNT,SPRABERRY LOWER,7450,1210,29
202177.875,2821,HUNT,WOLFCAMP A,7410,1597,41
96595.796875,2822,HUNT,WOLFCAMP B,7410,1592,43
60050.3125,2823,HUNT,SPRABERRY LOWER,7220,1595,38
142406.4375,2824,HUNT,WOLFCAMP A,7410,1600,42
100135,2825,HUNT,WOLFCAMP B,7557,961,26
117726.1171875,2826,HUNT,SPRABERRY LOWER,7220,1599,41
60748.63671875,2827,HUNT,WOLFCAMP A,7450,1155,29
170416.125,2828,HUNT,WOLFCAMP B,7450,1528,32
104760.2421875,2829,HUNT,SPRABERRY LOWER,7450,1161,31
95432.9140625,2830,HUNT,WOLFCAMP B,7372,1547,37
93366.90625,2831,HUNT,WOLFCAMP A,7470,1409,45
275842.6875,2832,HUNT,WOLFCAMP B,7350,1408,56
103183.140625,2833,HUNT,SPRABERRY LOWER,7562,1550,37
66976,2834,HUNT,WOLFCAMP B,7492,916,23
99431.6953125,2835,HUNT,SPRABERRY LOWER,7562,1551,37
100702.5546875,2836,HENRY,WOLFCAMP A,5058,2090,57
79358.15625,2837,HENRY,WOLFCAMP A,4762,1937,43
48657.45703125,2838,HENRY,SPRABERRY LOWER,5102,2005,41
58618.5234375,2839,HENRY,WOLFCAMP A,4602,2042,44
97656.34375,2840,OXY,WOLFCAMP B,7768,1269,29
126245.28125,2841,OXY,WOLFCAMP A,7286,1346,40
88289.7265625,2842,OXY,WOLFCAMP B,7516,1251,34
30459.66796875,2843,OXY,WOLFCAMP C,4986,1994,55
73190.5703125,2844,OXY,WOLFCAMP B,7549,1308,34
98706.3125,2845,OXY,WOLFCAMP C,6778,1338,34
128239.7734375,2846,OXY,WOLFCAMP A,6814,1352.5,33
70185.9453125,2847,OXY,WOLFCAMP B,6502,1805,56
109854.234375,2848,OXY,WOLFCAMP A,6952,2027,63
79413.21875,2849,OXY,WOLFCAMP B,6902,1812,59
100695.5078125,2850,OXY,WOLFCAMP B,6274,1841,43
113298,2851,OXY,WOLFCAMP A,6340,1352.5,33
86568.8203125,2852,OXY,WOLFCAMP B,6144,1260,31
96753.0390625,2853,OXY,WOLFCAMP A,6596,1316,38
83830.6328125,2854,OXY,WOLFCAMP B,6466,1260,31
134152.625,2855,OXY,WOLFCAMP A,7162,1335,45
56780.9453125,2856,OXY,WOLFCAMP B,6962,1811,54
128554.3359375,2857,OXY,WOLFCAMP A,7885,1084,30
101056.8515625,2858,OXY,WOLFCAMP B,7875,1064,24
82194.2109375,2860,OXY,WOLFCAMP B,6562,1260,31
95479.7890625,2866,OXY,WOLFCAMP B,6792,1260,31
65983.9921875,2867,COP,WOLFCAMP A,4340,1309,39
65623,2894,SURGE,WOLFCAMP B,5922,204,7
52282,2901,INDEPENDENCE,WOLFCAMP A,4499,584,39
65038.37890625,2902,INDEPENDENCE,SPRABERRY LOWER,4586,2099,55
69862.5546875,2908,INDEPENDENCE,WOLFCAMP A,4603,1769,81
61814.2421875,2917,INDEPENDENCE,WOLFCAMP A,4632,1401,35
91514.390625,2929,CVX,WOLFCAMP B,7694,1433,33
102079.5390625,2930,CVX,WOLFCAMP D,7908,1439,34
95749.0703125,2931,CVX,WOLFCAMP A,7478,1463,35
141846,2933,CVX,WOLFCAMP B,7356,1462,34
103140,2934,CVX,WOLFCAMP D,7492,1368,32
72158,2936,CVX,WOLFCAMP B,7694,1441,34
130698.9140625,2938,CVX,WOLFCAMP A,7350,1306,32
81140.078125,2939,CVX,WOLFCAMP B,7140,1311,31
67170.921875,2940,CVX,WOLFCAMP A,7332,1286,21
81194.3515625,2941,CVX,WOLFCAMP A,7326,1273,20
79904,2942,CVX,WOLFCAMP B,7356,1457,34
37688,2944,CVX,WOLFCAMP A,7502,1375,18
30982.171875,2945,CVX,WOLFCAMP B,4626,1357,37
73465.84375,2946,CVX,WOLFCAMP A,4742,1316,31
83434.8515625,2947,CVX,WOLFCAMP A,4692,1334,30
104394.671875,2948,CVX,WOLFCAMP B,4665,1339,30
64784.15625,2949,CVX,WOLFCAMP A,1598,2935,68
106966.203125,2950,CVX,WOLFCAMP B,4632,1284,32
118046.890625,2951,CVX,WOLFCAMP B,4629,1988,52
131881.5625,2952,CVX,WOLFCAMP B,4607,1989,51
73444.4296875,2953,CVX,WOLFCAMP A,4606,1850,53
96667.59375,2954,CVX,WOLFCAMP B,4606,1302,52
94529.40625,2955,CVX,WOLFCAMP A,4575,2007,55
74782.046875,2956,CVX,WOLFCAMP D,4442,1474,32
57167.93359375,2957,CVX,WOLFCAMP A,4499,1386,30
89844.2734375,2958,CVX,WOLFCAMP B,4682,1594,29
69619.609375,2959,CVX,WOLFCAMP B,4914,1645,31
64505.89453125,2960,CVX,WOLFCAMP D,4922,1407,32
53473.3046875,2961,CVX,WOLFCAMP A,4922,1332,31
96860.875,2962,CVX,WOLFCAMP B,4902,1276,31
123757,2963,HANNATHON,WOLFCAMP A,7726,2746,61
132083,2964,CVX,WOLFCAMP A,7492,1448,34
102018,2965,CVX,WOLFCAMP B,7082,1335,32
75463.390625,2966,CVX,WOLFCAMP B,6602,1309,30
79873.609375,2967,CVX,WOLFCAMP A,6659,1233,29
76833.9609375,2968,CVX,WOLFCAMP B,7082,1303,30
86655.4921875,2969,CVX,WOLFCAMP A,6842,1255,29
99827,2970,CVX,WOLFCAMP B,6666,1311,30
115452.15625,2971,CVX,WOLFCAMP B,6660,1312,30
129467.84375,2972,CVX,WOLFCAMP A,7382,1268,30
58821.94921875,2973,CVX,WOLFCAMP B,7382,1301,40
142384.78125,2974,CVX,WOLFCAMP A,7146,1310,30
153923,2975,CVX,WOLFCAMP B,7246,1675,57
132634,2976,CVX,WOLFCAMP B,7180,1382,47
163286,2977,CVX,WOLFCAMP B,7080,1735,57
62591.98046875,2978,CVX,WOLFCAMP B,4746,1675,30
102369.1171875,2981,BIRCH,SPRABERRY LOWER,7563,2471,48
142837.609375,2982,BIRCH,WOLFCAMP A,7674,2554,52
129819,2984,BIRCH,WOLFCAMP A,7712,2792,69
204924.65625,2985,BIRCH,SPRABERRY LOWER,7647,2456,47
131444.359375,2986,BIRCH,WOLFCAMP B,7672,2302,54
114361,2987,BIRCH,SPRABERRY LOWER,7714,2544,41
87006.9140625,2988,BIRCH,SPRABERRY LOWER,7699,2486,49
124050.1640625,2989,BIRCH,WOLFCAMP A,7593,2630,55
77169.9140625,2990,BIRCH,WOLFCAMP A,7694,2385,56
75475.7890625,2991,BIRCH,SPRABERRY LOWER,7679,2636,48
146225.890625,2992,BIRCH,WOLFCAMP A,7688,2565,54
66995.3203125,2993,BIRCH,WOLFCAMP B,7704,2427,58
54810.83203125,3004,APA,WOLFCAMP B,4500,2755,29
53299.0078125,3005,APA,WOLFCAMP A,4612,1820,17
80674,3006,APA,WOLFCAMP B,4425,1872,27
123585.15625,3035,CRWNQST,WOLFCAMP A,6370,1992,48
80656,3040,SURGE,SPRABERRY LOWER,7362,1939,33
74452,3041,SURGE,WOLFCAMP B,6812,1925,44
33315,3043,FANG,SPRABERRY LOWER,4906,1441,39
18469.95703125,3045,LPI,WOLFCAMP D,3968,1084,41
136845,3050,PXD,WOLFCAMP B,7249,1669,43
81437,3052,PXD,WOLFCAMP B,4410,1712,37
83994,3053,PXD,WOLFCAMP A,4578,1960,55
78219,3054,PXD,WOLFCAMP B,4223,2079,61
59252,3055,RELIANCE,SPRABERRY LOWER,7108,1410,36
72894.4609375,3056,OXY,WOLFCAMP B,7200,1642,47
101682.5390625,3057,OXY,WOLFCAMP B,6482,1681,47
109518,3065,SABALO,WOLFCAMP A,7610,1985,40
112925.375,3066,CRWNQST,WOLFCAMP A,7684,1820,44
105021.8203125,3067,CRWNQST,WOLFCAMP A,7687,1838,44
87849.2421875,3068,CRWNQST,WOLFCAMP A,7623,1742,42
125468.1875,3069,CRWNQST,WOLFCAMP A,7673,1714,41
20895,3070,CRWNQST,WOLFCAMP A,7560,1850,43
44083,3071,INDEPENDENCE,WOLFCAMP B,4663,808,29
63276.8828125,3072,INDEPENDENCE,SPRABERRY LOWER,4586,1939,47
91234.2578125,3073,TRPL CRWN,WOLFCAMP B,7759,2222,56
94489,3074,SURGE,WOLFCAMP B,7550,1392,33
82231.03125,3075,SURGE,WOLFCAMP A,7008,1877,36
78860,3076,SURGE,SPRABERRY LOWER,6822,1973,37
61997.5625,3090,CRWNQST,WOLFCAMP B,4763,1348,55
118178.828125,3094,XOM,WOLFCAMP B,6904,1390,34
88397.8046875,3095,XOM,WOLFCAMP A,6903,1313,44
64425.5546875,3096,SEQUITUR,WOLFCAMP B,6592,1456,44
93793.78125,3097,SEQUITUR,WOLFCAMP B,6930,971,34
77979.9375,3098,SEQUITUR,WOLFCAMP B,7330,1527,45
72391.53125,3099,SEQUITUR,WOLFCAMP B,7330,1482,43
59291.98828125,3100,SEQUITUR,WOLFCAMP B,7182,1052,34
67403.34375,3101,SEQUITUR,WOLFCAMP B,6925,1060,35
69446.5078125,3102,SEQUITUR,WOLFCAMP B,7642,1259,38
66690.5625,3103,SEQUITUR,WOLFCAMP B,7611,1274,38
55019.359375,3104,SEQUITUR,SPRABERRY LOWER,6630,1310,38
71856,3105,FANG,WOLFCAMP B,6691,1132,34
59494.4375,3106,FANG,WOLFCAMP B,7069,1366,60
64981,3107,COP,WOLFCAMP B,5077,1723,41
121355,3108,COP,WOLFCAMP B,7746,1550,38
55062,3109,COP,WOLFCAMP A,7625,1629,44
75564,3110,COP,WOLFCAMP A,5080,1624,42
92460,3111,COP,WOLFCAMP B,4984,1715,45
67361.578125,3112,COP,WOLFCAMP A,4975,1668,42
56388.1875,3113,COP,SPRABERRY LOWER,5095,1944,37
48120.1796875,3114,COP,WOLFCAMP B,5070,2420,43
74308.1640625,3129,OVV,SPRABERRY LOWER,7595,1916,44
141843.828125,3130,OVV,WOLFCAMP A,7621,1922,45
178616.34375,3131,OVV,WOLFCAMP A,7646,1894,46
100187.7578125,3132,OVV,SPRABERRY LOWER,7784,1912,46
143286.90625,3133,OVV,WOLFCAMP A,7762,1902,47
181461,3134,OVV,WOLFCAMP A,7762,1910,46
78307.4140625,3135,SURGE,WOLFCAMP A,6441,2004,40
90794.46875,3136,SURGE,SPRABERRY LOWER,6870,2134,36
50318.98046875,3137,SURGE,WOLFCAMP A,6734,3192,67
44119.7421875,3157,COP,WOLFCAMP B,5067,1393,43
78735.5546875,3158,COP,WOLFCAMP B,5015,1441,43
61997.69921875,3159,COP,WOLFCAMP A,4940,1470,41
146001.25,3160,PXD,WOLFCAMP C,6702,2855,47
129345.7734375,3161,PXD,WOLFCAMP C,6626,2926,46
142195,3162,PXD,WOLFCAMP C,7782,2939,44
156375,3163,PXD,WOLFCAMP C,7302,2932,44
148033,3164,PXD,WOLFCAMP B,7302,2917,45
104961.6875,3174,PXD,SPRABERRY MIDDLE,7778,2489,45
157757.03125,3175,PXD,SPRABERRY LOWER,7813,3590,40
116477.4765625,3176,PXD,SPRABERRY MIDDLE,7478,2491,45
80970.8046875,3177,PXD,WOLFCAMP B,7827,2006,45
149904,3179,PXD,WOLFCAMP B,7735,1951,40
207364,3195,SM,WOLFCAMP A,7435,1873,45
133081.375,3196,XOM,WOLFCAMP B,5004,1086,43
26200.267578125,3197,XOM,WOLFCAMP B,5005,1098,39
45622.6484375,3198,XOM,WOLFCAMP B,5005,1100,39
29485.51171875,3199,XOM,WOLFCAMP B,4804,1067,39
126327,3212,PXD,WOLFCAMP B,7437,1504,46
179417.515625,3214,CRWNQST,WOLFCAMP B,7778,2038,56
44333,3226,PXD,WOLFCAMP B,5491,1921,43
82624.03125,3236,XOM,WOLFCAMP B,7472,1144,40
127077,3237,XOM,SPRABERRY LOWER,7419,1322,54
110258.2109375,3238,XOM,SPRABERRY LOWER,7753,1318,31
103641,3239,XOM,SPRABERRY LOWER,7700,1274,46
59838.0625,3240,COP,SPRABERRY LOWER,7510,946,31
68034.2421875,3241,COP,SPRABERRY MIDDLE,7556,1474,37
71281.1015625,3242,COP,WOLFCAMP B,7856,1272,34
132921.59375,3243,COP,SPRABERRY LOWER,7247,1624,33
65659.78125,3244,COP,SPRABERRY LOWER,7247,1600,33
102410.5,3245,COP,SPRABERRY LOWER,6974,1866,41
189834.921875,3246,COP,WOLFCAMP A,7106,1832,41
105744,3247,COP,SPRABERRY LOWER,7040,1852,43
153548.671875,3248,COP,WOLFCAMP A,7040,1851,41
41665.46875,3249,COP,WOLFCAMP D,3968,689,34
170898.046875,3250,COP,SPRABERRY LOWER,7315,1944,38
170207.703125,3251,COP,SPRABERRY LOWER,7525,1940,39
2445.57836914063,3252,COP,SPRABERRY MIDDLE,7627,1950.5,38
2082.67456054688,3253,COP,SPRABERRY LOWER,7502,1872,39
220522.265625,3254,COP,WOLFCAMP A,7526,1936,40
3310.48461914063,3255,COP,WOLFCAMP A,7657,1830,38
306056.03125,3256,COP,SPRABERRY LOWER,7587,1872,37
86723.640625,3260,COP,WOLFCAMP B,5000,2523,63
185575.46875,3268,COP,WOLFCAMP A,7842,1683,44
143920.390625,3275,COP,SPRABERRY LOWER,4079,2304,70
71611,3279,XOM,WOLFCAMP B,4432,1321,28
27126,3280,FANG,WOLFCAMP A,6796,18,1
33789,3296,INDEPENDENCE,WOLFCAMP A,4315,1033,36
125627.92,3297,CPE,WOLFCAMP B,4682,1361,41
143086.26,3298,CPE,SPRABERRY LOWER,4646,1384,40
84462.63,3299,CPE,SPRABERRY LOWER,4652,1532,44
79165.96,3300,CPE,SPRABERRY LOWER,4432,1539,43
91631.87,3301,CPE,WOLFCAMP B,4762,1644,62
102848.57,3302,CPE,SPRABERRY LOWER,4622,1554,44
116575.49,3303,CPE,SPRABERRY LOWER,4477,2443,81
109248.85,3304,CPE,WOLFCAMP B,4687,1902,67
102608.2734375,3311,ENDVR,WOLFCAMP A,7262,208,56
52887.87109375,3312,ENDVR,WOLFCAMP B,7662,1020,28
60384.71484375,3313,ENDVR,WOLFCAMP A,7693,1404,42
76624.46875,3314,FANG,WOLFCAMP A,7474,1694,54
102726.53125,3315,FANG,WOLFCAMP B,7562,1642,42
77464.2109375,3316,FANG,WOLFCAMP A,7622,1590,42
110881.7890625,3317,FANG,WOLFCAMP B,7772,1305,32
91548,3318,FANG,WOLFCAMP A,7454,1590,47
88502.9765625,3319,FANG,WOLFCAMP A,7472,1590,39
65643.0234375,3320,FANG,WOLFCAMP B,7532,1305,46
94697,3321,FANG,WOLFCAMP B,7472,1305,48
203916.328125,3336,COP,WOLFCAMP B,7743,1951,47
140793.78125,3344,COP,WOLFCAMP B,5968,2209,60
73673.2734375,3353,COP,WOLFCAMP B,4866,1664,40
67710.4609375,3354,COP,WOLFCAMP B,7076,2011,45
118138.3671875,3364,COP,WOLFCAMP B,4750,1688,41
165487.609375,3365,COP,SPRABERRY LOWER,5412,5982,66
42524.5,3374,SEQUITUR,WOLFCAMP A,7725,1502,40
42128.53125,3375,SEQUITUR,WOLFCAMP B,7680,1030,30
27662.99609375,3376,SEQUITUR,WOLFCAMP B,7289,1254,34
128331.484375,3379,PXD,SPRABERRY LOWER,5106,1222,32
68755.890625,3380,PXD,SPRABERRY LOWER,4982,1195,31
63814,3403,HIBERNIA,WOLFCAMP B,5049,1811,39
88278,3404,HIBERNIA,WOLFCAMP B,5063,1797,42
46389,3406,OVV,SPRABERRY LOWER,6098,3897,82
175645.75,3410,FANG,SPRABERRY LOWER,7296,1403,48
188777.796875,3411,FANG,WOLFCAMP A,7430,1346,46
133814.453125,3412,FANG,WOLFCAMP B,7093,1347,47
151965.34375,3413,ENDVR,SPRABERRY LOWER,6940,1589,42
197360.65625,3414,ENDVR,WOLFCAMP B,7010,1593,43
118954.21875,3415,ENDVR,WOLFCAMP A,7075,1594,73
174954.78125,3416,ENDVR,WOLFCAMP B,6940,1576,44
33705.58984375,3417,FANG,WOLFCAMP A,5395,793,20
103213,3425,OXY,WOLFCAMP B,6267,1794,58
100228,3426,OXY,WOLFCAMP A,6847,1307,40
96372,3427,OXY,WOLFCAMP B,6835,1752,67
16562,3428,OXY,WOLFCAMP A,6728,1352.5,40
70066,3429,OXY,WOLFCAMP B,6865,1260,31
148133,3432,OVV,WOLFCAMP A,4930,1898,47
145891,3438,OXY,SPRABERRY LOWER,7142,1807,55
154244.25,3440,OVV,WOLFCAMP B,7253,944,29
157693.734375,3441,OVV,WOLFCAMP A,7310,1898,47
138901,3442,OVV,WOLFCAMP B,7281,843,27
598316.8125,3443,OVV,SPRABERRY LOWER,7615,2423,48
166431.078125,3444,OVV,WOLFCAMP A,7769,2452,49
131076.5625,3445,OVV,WOLFCAMP B,7754,2443,49
100741.765625,3446,OVV,WOLFCAMP B,7751,2393,49
135294.578125,3447,OVV,DEAN,7748,2442,49
108513.1796875,3448,OVV,WOLFCAMP A,7731,2420,50
97340,3461,OVV,WOLFCAMP B,7763,1291,25
118195.5703125,3462,OVV,WOLFCAMP B,7773,1289,12
129223.421875,3463,OVV,WOLFCAMP A,7770,1290,25
83968.3984375,3464,OVV,WOLFCAMP A,7002,2005,31
103371.859375,3465,OVV,WOLFCAMP B,7252,2009,30
53484.796875,3466,OVV,WOLFCAMP B,6739,1837,29
105151.9375,3467,OVV,WOLFCAMP A,7281,1972,31
254874,3468,FANG,WOLFCAMP A,7172,1807,46
292322,3469,FANG,WOLFCAMP A,7125,1858,48
303070.75,3470,FANG,WOLFCAMP A,7178,1839,47
80220.8359375,3471,FANG,SPRABERRY MIDDLE,7226,1830,46
98376.40625,3472,FANG,SPRABERRY LOWER,7225,1810,46
122214.9921875,3482,PXD,WOLFCAMP B,6722,1419,40
92623.0078125,3483,PXD,WOLFCAMP B,6597,1448,41
98542.0078125,3484,PXD,WOLFCAMP B,6447,1445,40
125675,3485,PXD,WOLFCAMP B,7022,1689,42
117327.9921875,3486,PXD,WOLFCAMP B,7322,1580,41
134042,3487,PXD,WOLFCAMP B,6926,1630,42
94915,3488,PXD,WOLFCAMP A,6608,1747,48
111267,3489,PXD,WOLFCAMP A,6908,1749,47
105155,3490,PXD,WOLFCAMP A,6422,1766,47
95098,3491,PXD,WOLFCAMP A,6578,1769,48
109772,3492,PXD,WOLFCAMP A,6593,1779,48
119530,3493,PXD,WOLFCAMP A,7058,1759,48
130584,3494,PXD,WOLFCAMP B,6614,1423,39
84435.328125,3495,PXD,WOLFCAMP A,7808,1720,47
98689.5703125,3498,PXD,WOLFCAMP B,7625,1366,40
125988.3359375,3499,PXD,WOLFCAMP B,7806,1364,40
91215.7890625,3500,PXD,WOLFCAMP B,7656,1355,40
93574.7265625,3506,PXD,WOLFCAMP A,7807,1752,47
92147.046875,3512,PXD,WOLFCAMP A,7803,1407,49
99874.34375,3515,PXD,WOLFCAMP B,7648,1485,40
97920.78125,3516,PXD,WOLFCAMP B,7658,1479,40
98623.75,3517,PXD,WOLFCAMP B,7658,1431,39
90833.2578125,3518,PXD,WOLFCAMP B,7022,1402,39
101466.9453125,3519,PXD,WOLFCAMP B,7375,1406,39
114283.1875,3520,PXD,WOLFCAMP B,7639,1750,47
103283.421875,3521,PXD,WOLFCAMP A,7818,1753,47
116707.671875,3523,PXD,WOLFCAMP A,7762,1581,43
123159.359375,3524,PXD,WOLFCAMP A,7726,1619,43
128399,3534,PXD,WOLFCAMP B,7581,2977,59
135753,3535,PXD,WOLFCAMP B,7581,2971,59
120645.9921875,3536,PXD,WOLFCAMP A,7622,2124,48
131339,3537,PXD,WOLFCAMP A,7622,2115,48
145464,3538,PXD,WOLFCAMP A,7622,2116,47
78233.28125,3544,PXD,SPRABERRY LOWER,6985,1020,36
67610.640625,3545,PXD,SPRABERRY LOWER,6815,1014,37
57282.96484375,3549,LGCY,WOLFCAMP A,7663,1487,37
139919.953125,3550,LGCY,SPRABERRY LOWER,7454,1626,40
67066.859375,3551,LGCY,WOLFCAMP A,7654,1487,37
83783.609375,3552,LGCY,SPRABERRY LOWER,7585,1626,40
56232.2421875,3553,LGCY,WOLFCAMP A,7668,1657,14
22596.5234375,3554,LGCY,SPRABERRY LOWER,7543,1932,45
65001.08984375,3555,LGCY,WOLFCAMP A,7636,1673,15
29381.634765625,3556,LGCY,WOLFCAMP B,7656,1876,41
57575.7734375,3557,LGCY,SPRABERRY LOWER,7571,1920,44
27604.998046875,3558,LGCY,WOLFCAMP B,7641,2033.5,50
24712.998046875,3559,LGCY,WOLFCAMP B,7644,2033.5,50
86017.6484375,3560,PXD,SPRABERRY LOWER,7175,1476,38
78066.9140625,3561,PXD,SPRABERRY LOWER,7334,1478,38
25628.662109375,3563,LAKE CRYSTAL,WOLFCAMP A,6317,1991,87
52277.55078125,3565,LAKE CRYSTAL,WOLFCAMP B,7104,1635,44
55973.9609375,3567,LAKE CRYSTAL,WOLFCAMP B,7106,1630,43
56010.50390625,3568,LAKE CRYSTAL,WOLFCAMP B,6877,1642,43
61274.73828125,3569,LAKE CRYSTAL,WOLFCAMP B,6689,1667,43
79335,3570,OXY,WOLFCAMP A,6910,1352.5,36
148656,3571,OVV,WOLFCAMP B,7618,1005,32
96079.5546875,3572,OVV,DEAN,6251,1807,44
109088.09375,3573,OVV,WOLFCAMP A,6226,1825,43
81687.734375,3574,OVV,WOLFCAMP B,5702,1802,45
122651.7421875,3575,OVV,SPRABERRY LOWER,6111,1869,45
72432.078125,3576,OVV,WOLFCAMP A,6182,1824,43
29725.626953125,3577,OVV,WOLFCAMP B,6236,1809,44
107815.703125,3578,OVV,DEAN,6148,1850,45
86623.7421875,3579,OVV,WOLFCAMP B,6367,1783,43
55646.19140625,3580,OVV,WOLFCAMP B,6021,1834,45
64215.66015625,3581,OVV,WOLFCAMP A,6276,1805,44
212369.421875,3582,OVV,WOLFCAMP B,6170,1818,45
81438.578125,3583,OVV,WOLFCAMP A,6185,1830,45
82215.0078125,3584,OVV,WOLFCAMP B,6295,1761,44
344067.375,3585,OVV,WOLFCAMP B,6465,1816,41
114889.3828125,3586,OVV,WOLFCAMP A,6212,1840,44
86333.984375,3587,OVV,WOLFCAMP B,6301,1754,45
97944.25,3588,OVV,WOLFCAMP B,6194,1818,41
68109,3592,OVV,WOLFCAMP B,6040,1780,44
153484,3602,SM,WOLFCAMP A,7546,1946,48
144077,3603,SM,WOLFCAMP A,7590,1935,50
121384,3606,PXD,WOLFCAMP B,4579,1666,44
53196,3607,PXD,WOLFCAMP B,4652,1709,57
78184.0078125,3608,PXD,WOLFCAMP A,4891,1730,43
54957,3609,3-T,WOLFCAMP A,4377,1749,43
118795.5859375,3610,PXD,WOLFCAMP A,5136,1901,46
104656.1171875,3611,PXD,WOLFCAMP B,5114,1799,44
129497.359375,3612,PXD,WOLFCAMP B,5125,1878,46
112991.109375,3613,PXD,WOLFCAMP B,5140,1906,49
92082.25,3614,COP,SPRABERRY LOWER,7762,1429,52
66305.296875,3615,COP,SPRABERRY LOWER,7328,1234,35
176084.75,3619,COP,SPRABERRY LOWER,7536,1423,52
52798.49609375,3620,COP,SPRABERRY LOWER,7740,2786,34
104572.25,3621,COP,SPRABERRY LOWER,7025,2117,56
94182.5703125,3622,COP,SPRABERRY MIDDLE,7274,1966,46
30030.57421875,3636,SABLE,WOLFCAMP A,7620,2558,63
142816,3644,DEEP ROCK,WOLFCAMP D,7337,2022,48
54866.53515625,3654,HEADINGTON,WOLFCAMP B,4681,2759,60
189451.984375,3656,FANG,WOLFCAMP A,7173,1916,65
147990,3657,FANG,WOLFCAMP B,7756,1896,64
47532.2109375,3661,PXD,WOLFCAMP A,7187,1562,40
177324.78125,3662,PXD,WOLFCAMP B,7044,1595,41
113536.1875,3667,PXD,WOLFCAMP A,7630,2366,46
245565.8125,3668,PXD,WOLFCAMP B,7546,1874,48
108390.1796875,3669,PXD,WOLFCAMP B,4275,1256,34
24276.404296875,3670,PXD,WOLFCAMP B,4350,1508,39
25945.68359375,3671,PXD,WOLFCAMP B,3042,1567,41
13845.7607421875,3672,PXD,WOLFCAMP A,4224,1557,41
18543.205078125,3673,PXD,WOLFCAMP A,4005,1339,41
129611,3674,PXD,WOLFCAMP B,4877,2646,58
78662,3677,PXD,WOLFCAMP B,4295,1555,40
69294.734375,3678,PXD,WOLFCAMP B,3979,1657,39
64529.5390625,3679,PXD,WOLFCAMP B,4149,1562,38
222033,3680,PXD,WOLFCAMP B,6918,4954,109
164538,3681,PXD,WOLFCAMP B,7118,4989,106
142890,3682,PXD,WOLFCAMP B,7018,4993,107
134746.5,3683,ENDVR,SPRABERRY LOWER,7677,1595,42
120894.8125,3684,ENDVR,WOLFCAMP B,7704,1589,41
129358.6875,3685,ENDVR,WOLFCAMP A,7652,1599,45
126444.140625,3686,ENDVR,SPRABERRY LOWER,7651,1601,41
109854.703125,3687,ENDVR,WOLFCAMP A,7621,1607,42
176376.515625,3688,ENDVR,WOLFCAMP B,7651,1601,42
149815.6875,3689,ENDVR,WOLFCAMP B,7651,1598,42
133583.109375,3690,ENDVR,SPRABERRY LOWER,7681,1596,41
179209.84375,3691,ENDVR,WOLFCAMP A,7591,1612,42
124243.5234375,3692,ENDVR,SPRABERRY LOWER,7241,1592,41
127898.4609375,3693,ENDVR,WOLFCAMP A,7557,1421,38
71324.5625,3694,ENDVR,WOLFCAMP B,4232,1422,36
20566.123046875,3695,ENDVR,SPRABERRY LOWER,4102,670,17
89915.7109375,3696,ENDVR,WOLFCAMP B,7351,1600,43
96052.703125,3697,ENDVR,WOLFCAMP A,5247,1430,37
88487.203125,3698,ENDVR,WOLFCAMP B,7552,1447,38
88961.40625,3699,ENDVR,WOLFCAMP A,7642,1406,42
29195.619140625,3700,ENDVR,WOLFCAMP B,5492,1423,22
78633.96875,3701,ENDVR,WOLFCAMP A,7642,1392,40
51955.87890625,3702,ENDVR,WOLFCAMP B,6877,1443,35
169606.09375,3703,ENDVR,WOLFCAMP A,7502,1580,43
118058.765625,3704,ENDVR,WOLFCAMP B,7757,1609,42
143118.4375,3705,ENDVR,WOLFCAMP A,7772,1407,38
89908.703125,3706,ENDVR,WOLFCAMP B,7752,1611,42
93222.9609375,3707,ENDVR,WOLFCAMP A,7757,1605,37
61452.67578125,3708,ENDVR,WOLFCAMP B,7778,1600,43
96926.3828125,3709,ENDVR,SPRABERRY LOWER,7762,1429,35
85541,3710,ENDVR,WOLFCAMP A,7757,1616,43
246738.984375,3718,ENDVR,SPRABERRY LOWER,7701,1592,41
133747.25,3719,ENDVR,DEAN,7661,1599,41
106467.765625,3720,ENDVR,SPRABERRY LOWER,7471,1604,41
133549.234375,3721,ENDVR,WOLFCAMP A,7771,1577,42
140657.5,3722,ENDVR,WOLFCAMP A,7771,1576,42
155404.96875,3723,ENDVR,WOLFCAMP A,7691,1592,42
47737.0546875,3724,ENDVR,WOLFCAMP B,7691,1587,43
146309.21875,3725,ENDVR,WOLFCAMP A,7711,1583,42
118474.734375,3726,ENDVR,SPRABERRY LOWER,7621,1607,41
120323.90625,3727,ENDVR,SPRABERRY LOWER,7621,1607,41
168864.09375,3728,ENDVR,WOLFCAMP A,7621,1596,49
122218.5546875,3729,ENDVR,WOLFCAMP A,7621,1603,42
136954.859375,3730,ENDVR,WOLFCAMP A,7661,1598,42
179468.84375,3731,ENDVR,WOLFCAMP A,7621,1574,43
132317,3749,SM,WOLFCAMP A,6886,1454,36
138603,3753,PXD,WOLFCAMP A,7664,1458,4
194457,3754,PXD,WOLFCAMP B,7375,1955,55
90365,3755,PXD,WOLFCAMP B,4399,1515,39
91543.984375,3758,XOM,SPRABERRY LOWER,4395,1370,58
43505.82421875,3762,DISCOVERY,WOLFCAMP A,7312,1151,22
36421.6796875,3763,DISCOVERY,WOLFCAMP A,7625,1048,38
