CumOil12Month,rowID,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
171590.4688,1458,SURGE,11/5/2016,WOLFCAMP A,5542.0000,2439.0000,46.0000,875.2350,431.8210,359.8250,38.9320,5214.0870,,22260.4540,0.0500,2492.9532,0.2130,0.0120,2.6657,0.2080,0.1870,0.8440,3.8198
71698.9000,1459,CPE,10/21/2017,WOLFCAMP B,6245.0000,1966.0000,61.0000,297.2980,297.2980,189.3580,189.3580,5273.7520,276.9900,8982.9850,0.0550,3212.8847,0.6600,0.0130,2.5187,0.1630,0.2380,0.9030,3.5590
146511.3000,1460,CPE,10/25/2015,DEAN,6901.0000,1322.0000,35.0000,2000.0000,1003.3290,340.0520,500.0000,4740.3560,,17544.0580,0.0540,2484.2371,0.4570,,2.2438,0.1990,0.1750,0.9020,3.0462
115301.9100,1461,CPE,7/21/2016,WOLFCAMP A,6901.0000,1401.0000,38.0000,747.7030,747.7030,500.0000,170.4820,5076.4220,,20406.8270,0.0510,2959.5789,0.3000,0.0120,2.5105,0.1890,0.2360,0.9010,3.1801
162611.2900,1462,CPE,10/18/2017,WOLFCAMP A,6099.0000,2185.0000,57.0000,1282.0840,297.3090,500.0000,344.0380,5084.3940,,28436.6040,0.0640,2469.1766,0.2410,0.0130,2.7169,0.1970,0.1970,0.9040,3.5763
101376.1800,1463,CPE,10/22/2017,SPRABERRY LOWER SHALE,6118.0000,1587.0000,48.0000,666.7540,29.6650,12.8130,12.8130,4643.1480,,16290.0300,0.0550,2334.0754,0.4810,0.0130,2.1731,0.2160,0.1590,0.8980,3.1322
145231.1300,1464,CPE,10/22/2017,WOLFCAMP A,5946.0000,1938.0000,58.0000,932.3530,181.7280,203.3540,27.6460,5033.0420,,26626.7870,0.0600,2666.9702,0.2550,0.0160,2.5545,0.1940,0.2220,0.8980,3.4801
56808.0400,1465,CPE,6/19/2018,WOLFCAMP B,6469.0000,1686.0000,67.0000,316.3170,316.3170,206.9570,206.9570,5231.5930,284.6180,7210.5830,0.0470,3219.7026,0.6940,0.0130,2.4724,0.1670,0.2410,0.8970,3.6073
170720.7500,1466,CPE,1/17/2017,WOLFCAMP A,6472.0000,2084.0000,56.0000,15.6940,726.2080,201.9250,385.8940,5016.2290,,28720.6610,0.0640,2522.7058,0.2430,0.0160,2.5874,0.1950,0.2110,0.8970,3.6616
92060.7100,1467,CPE,1/17/2017,SPRABERRY LOWER SHALE,6562.0000,2117.0000,53.0000,665.2400,340.4590,42.2330,12.8130,4630.3350,,16264.8960,0.0540,2288.7325,0.4620,0.0130,2.1558,0.2190,0.1570,0.8970,3.6394
141065.0000,1468,SURGE,11/24/2014,WOLFCAMP A,9328.0000,1106.0000,31.0000,2000.0000,570.8620,197.4700,500.0000,5096.3430,,17249.3020,0.0430,2613.0850,0.3530,0.0140,2.3682,0.1860,0.2800,0.8900,4.0268
131544.3438,1469,SURGE,2/15/2016,WOLFCAMP A,9837.0000,1244.0000,36.0000,740.4950,337.5530,360.9420,24.6760,5060.4930,,12968.6400,0.0360,2687.9369,0.4370,0.0160,2.4799,0.1840,0.2680,0.8900,4.4195
71240.5781,1470,SURGE,6/8/2017,SPRABERRY LOWER SHALE,9229.0000,2111.0000,47.0000,371.1620,371.1620,332.9800,332.9800,4715.1750,,15981.1430,0.0500,2380.3142,0.5110,0.0130,2.2586,0.2040,0.1760,0.8880,5.2896
189838.7656,1471,SURGE,6/15/2016,WOLFCAMP A,9262.0000,1877.0000,37.0000,158.0450,318.8700,329.6180,338.5930,5035.8170,,17469.5160,0.0420,2750.3267,0.3600,0.0160,2.5444,0.1870,0.2470,0.8880,4.9420
138337.0938,1472,SURGE,12/23/2016,DEAN,8985.0000,1946.0000,39.0000,674.0750,415.9960,335.4830,332.3720,4697.2240,,16568.5590,0.0510,2502.7794,0.4900,,2.2540,0.2070,0.1680,0.8870,4.8727
226384.8125,1473,FANG,7/27/2017,WOLFCAMP A,6692.0000,1795.0000,48.0000,909.6770,909.6770,39.3160,39.3160,5438.9210,,18485.7620,0.0600,2665.8069,0.3610,0.0130,2.7604,0.2240,0.1310,0.8060,4.1658
134396.0781,1474,FANG,7/8/2017,SPRABERRY LOWER,6572.0000,1788.0000,47.0000,1196.9450,1196.9450,349.9360,349.9360,4668.7020,,3929.4210,0.0630,1921.1903,0.9040,,2.3433,0.1850,0.0750,0.8060,3.9691
132713.0000,1475,PXD,6/23/2016,WOLFCAMP B,7411.0000,1850.0000,50.0000,2000.0000,2000.0000,500.0000,500.0000,6658.1890,271.4800,10635.7870,0.0640,3911.1394,0.6300,0.0160,2.7785,0.1850,0.2260,0.9610,5.4186
269161.1563,1476,CVX,6/29/2018,WOLFCAMP B,9824.0000,1678.0000,62.0000,937.7930,937.7930,24.4750,24.4750,6763.1590,262.9760,9210.7030,0.0380,4204.8027,0.5160,0.0160,2.2678,0.1560,0.3530,0.9480,5.2761
160016.2656,1477,CVX,6/26/2018,SPRABERRY LOWER SHALE,9798.0000,2052.0000,52.0000,930.5930,932.8050,9.5640,6.2310,6208.1740,,22867.2700,0.0530,2248.2795,0.4960,0.0130,2.4388,0.2300,0.1670,0.9480,5.4529
217994.9844,1478,CVX,6/23/2018,WOLFCAMP B,9975.0000,1678.0000,62.0000,937.6510,937.6510,2.9090,2.9090,6738.6850,262.9760,11489.6355,0.0440,3480.4532,0.5610,0.0090,2.1398,0.1820,0.2660,0.9490,5.3193
298512.2813,1479,CVX,6/12/2018,SPRABERRY LOWER SHALE,9662.0000,2090.0000,52.0000,931.7880,931.7880,1.0930,1.0930,6214.4060,,26529.1080,0.0560,2576.2465,0.4470,0.0060,2.4829,0.2320,0.1700,0.9490,5.4399
317648.0625,1480,CVX,6/15/2018,WOLFCAMP B,9896.0000,1667.0000,62.0000,1038.8330,994.7410,13.7400,24.5710,6735.7750,267.7680,9281.5950,0.0350,4208.0430,0.5010,0.0160,2.1648,0.1520,0.3790,0.9500,5.2751
333255.7188,1481,CVX,6/19/2018,SPRABERRY LOWER SHALE,9810.0000,2067.0000,53.0000,911.7590,911.7590,1.0930,1.0930,6213.3120,,25921.5750,0.0560,2671.4677,0.4680,0.0140,2.4821,0.2320,0.1710,0.9520,5.4793
146361.6250,1482,PXD,6/8/2018,WOLFCAMP A,9872.0000,2566.0000,46.0000,391.7930,190.5840,149.7610,303.8350,6092.8570,,24352.0400,0.0610,3533.6887,0.3210,0.0130,2.7481,0.2250,0.1970,0.9280,7.7577
126474.5938,1483,PXD,6/9/2018,WOLFCAMP A,10022.0000,2565.0000,46.0000,401.1490,401.1490,302.8400,302.8400,6090.3310,,21704.7430,0.0570,3585.0395,0.3340,0.0040,2.3521,0.2200,0.2470,0.9220,7.8527
221071.0781,1484,PXD,6/8/2018,WOLFCAMP A,10172.0000,2558.0000,46.0000,414.0720,414.0720,1.7330,300.0820,6088.5970,,20921.5150,0.0570,3591.4480,0.3520,0.0040,2.3564,0.2160,0.2590,0.9200,7.9449
289609.1563,1485,PXD,8/16/2017,WOLFCAMP B,9718.0000,1657.0000,48.0000,779.0430,64.1340,291.7990,24.0720,6384.6560,262.3190,8132.8750,0.0650,3953.9765,0.7630,0.0130,2.3873,0.2250,0.1880,0.9290,6.3630
168630.0469,1486,PXD,8/16/2017,WOLFCAMP B,9718.0000,1658.0000,48.0000,778.5450,398.5730,308.1460,16.6250,6408.7280,262.3190,13080.4610,0.0610,3834.6515,0.5760,0.0130,2.7179,0.2140,0.1840,0.9270,6.3616
157902.1250,1487,PXD,8/23/2017,WOLFCAMP B,9682.0000,1632.0000,48.0000,790.7940,395.3780,292.9130,4.6410,6392.1030,262.3190,7403.0255,0.0660,2523.1949,0.7110,0.0140,2.3349,0.2010,0.1000,0.9260,6.3031
196367.5156,1488,PXD,9/12/2017,WOLFCAMP B,9749.0000,2010.0000,47.0000,790.1900,390.1030,0.9180,0.9180,6396.7440,264.3250,14789.6270,0.0610,3969.1787,0.5310,0.0140,2.6729,0.2080,0.1820,0.9240,6.9053
142385.1406,1489,PXD,9/12/2017,WOLFCAMP B,9924.0000,1974.0000,47.0000,799.8010,414.8110,0.9180,0.9180,6397.6620,264.3250,13751.9930,0.0570,4094.8135,0.5250,0.0130,2.5918,0.2010,0.1960,0.9230,6.9517
188418.4375,1490,PXD,9/13/2017,WOLFCAMP B,9897.0000,1980.0000,48.0000,413.2910,400.3020,299.2150,300.0820,6388.6790,252.9480,14155.0890,0.0590,4024.8488,0.5350,0.0110,2.6220,0.2110,0.1870,0.9210,6.9562
149624.8125,1491,PXD,6/5/2018,WOLFCAMP A,9829.0000,2611.0000,47.0000,387.9790,357.8630,157.9350,296.1100,6100.5810,,24333.8460,0.0590,3530.9974,0.2950,0.0130,2.6812,0.2090,0.2520,0.9280,7.8133
133369.7656,1492,PXD,6/7/2018,WOLFCAMP A,10028.0000,2614.0000,46.0000,403.3260,403.3260,301.2250,301.2250,6099.1900,,23420.8160,0.0570,3590.7580,0.2890,0.0100,2.5233,0.2070,0.2700,0.9260,7.9444
128896.8281,1493,PXD,6/5/2018,WOLFCAMP A,8107.0000,2593.0000,45.0000,393.1600,393.1600,313.4170,313.4170,6081.0070,,22353.5710,0.0590,3490.4992,0.3410,0.0100,2.5673,0.2210,0.2270,0.9250,6.5645
215504.0313,1494,PXD,1/25/2019,WOLFCAMP A,10487.0000,1904.0000,40.0000,468.3060,507.6280,244.1030,329.9240,6056.3770,,17100.6370,0.0520,3687.7005,0.4140,0.0070,2.4618,0.1910,0.2900,0.9030,6.9502
249672.6094,1495,PXD,1/26/2019,WOLFCAMP A,10487.0000,1907.0000,40.0000,383.7660,383.7660,348.4770,348.4770,6031.6540,,18139.2380,0.0530,3616.2534,0.3950,0.0090,2.6079,0.1910,0.2650,0.9000,6.9590
274158.7813,1496,PXD,1/25/2019,WOLFCAMP A,10337.0000,1903.0000,41.0000,836.4450,631.6160,177.3630,345.1170,6020.8990,,17887.7470,0.0530,3578.9859,0.4090,0.0090,2.6844,0.1910,0.2530,0.8970,6.8860
171402.0156,1497,PXD,1/27/2018,WOLFCAMP B,9636.0000,1924.0000,41.0000,842.0610,416.5250,338.1080,18.7440,6358.0700,257.3560,8966.4690,0.0780,3974.2776,0.7570,0.0060,3.0407,0.2010,0.1890,0.8920,6.5794
173139.7969,1498,PXD,1/25/2018,WOLFCAMP B,9986.0000,2006.0000,42.0000,374.0770,374.0770,42.1200,18.7440,6339.3260,257.3560,8112.2200,0.0700,3993.0041,0.7520,0.0060,2.9933,0.1950,0.1860,0.8880,6.9302
204088.5469,1499,PXD,1/27/2018,WOLFCAMP B,9986.0000,1971.0000,42.0000,455.2980,415.7020,53.8490,53.8490,6327.5970,269.8170,7710.4870,0.0710,3987.1890,0.7580,0.0060,3.1160,0.1940,0.1770,0.8850,6.8531
178776.7813,1500,PXD,1/20/2019,WOLFCAMP A,10487.0000,1876.0000,42.0000,832.3520,616.2890,168.5860,343.4530,6022.5630,,16489.9520,0.0520,3694.0144,0.4520,0.0090,2.6860,0.1900,0.2520,0.8940,6.9383
266281.7813,1501,PXD,1/19/2019,WOLFCAMP A,10337.0000,1882.0000,41.0000,421.8160,421.8160,331.3360,331.3360,6017.3630,,15280.3800,0.0500,3692.8258,0.4630,0.0110,2.6654,0.1860,0.2530,0.8900,6.8507
298177.7188,1502,PXD,1/20/2019,WOLFCAMP A,10337.0000,1876.0000,42.0000,229.0640,229.0640,353.3280,353.3280,6001.1930,,19202.9410,0.0530,3503.3921,0.3650,0.0110,2.8515,0.1920,0.2300,0.8860,6.8406
185197.0156,1503,DISCOVERY,9/11/2016,SPRABERRY LOWER SHALE,7784.0000,1860.0000,56.0000,6.1940,6.1940,184.4270,184.4270,5951.8490,,24155.6680,0.0580,2808.0507,0.4060,0.0060,2.4759,0.2420,0.1270,0.9240,4.9096
192728.9844,1504,DISCOVERY,9/11/2016,SPRABERRY LOWER SHALE,7774.0000,1860.0000,56.0000,415.2600,415.2600,69.0250,69.0250,6067.2510,,25201.2180,0.0550,3049.5764,0.3470,0.0060,2.8161,0.2230,0.1400,0.9240,4.9148
167011.0000,1505,DISCOVERY,9/11/2016,SPRABERRY LOWER SHALE,7788.0000,1854.0000,56.0000,6.1490,6.1490,69.0250,69.0250,6136.2760,,23065.5400,0.0540,2983.5462,0.3870,0.0010,2.6815,0.2240,0.1420,0.9240,4.9350
147330.2031,1506,CRWNQST,9/22/2017,WOLFCAMP A,7666.0000,1860.0000,53.0000,759.4160,533.0340,124.0770,5.3180,5503.6320,,12184.9620,0.0490,2863.5867,0.6050,0.0080,2.5689,0.1840,0.2460,0.9000,4.5376
130551.8672,1507,CRWNQST,2/14/2018,WOLFCAMP A,7237.0000,1555.0000,44.0000,431.8750,374.0060,170.6110,167.9520,5330.3620,,4350.9130,0.0520,3042.1748,0.8330,0.0080,2.1314,0.2070,0.1120,0.9000,3.9923
206073.7300,1508,CPE,8/19/2018,WOLFCAMP A,9343.0000,1816.0000,48.0000,641.0540,641.0540,10.2250,10.2250,5355.3880,,16268.8460,0.0680,2878.0236,0.3820,0.0190,3.2278,0.2220,0.1540,0.7330,4.4822
280647.3200,1509,CPE,8/19/2018,WOLFCAMP A,9349.0000,1811.0000,48.0000,640.9370,640.9370,10.2250,10.2250,5345.1630,,16431.7010,0.0680,2862.5098,0.3830,0.0190,3.2196,0.2220,0.1540,0.7340,4.4467
159681.2900,1510,CPE,8/19/2018,WOLFCAMP A,9349.0000,1814.0000,50.0000,666.7730,666.7730,22.4000,22.4000,5322.7630,,15606.3270,0.0670,2830.8072,0.3940,0.0230,3.1567,0.2190,0.1590,0.7340,4.4757
130375.8594,1511,RELENTLESS,11/7/2007,SPRABERRY UPPER,,,,,,,,5074.3410,,6454.6970,0.0950,1801.9007,0.8840,,2.7251,0.1680,0.1020,0.5700,
130375.8594,1512,RELENTLESS,6/14/2000,SPRABERRY UPPER,,,,,,,,5074.3410,,6454.6970,0.0950,1801.9007,0.8840,,2.7251,0.1680,0.1020,0.5700,
185930.8906,1513,SABALO,1/1/2018,WOLFCAMP A,10137.0000,1988.0000,40.0000,711.4660,650.7960,1.3780,0.5790,4859.3680,,16243.2660,0.0440,2577.8416,0.3480,0.0120,2.3771,0.1870,0.2800,0.8570,6.9967
180065.7344,1514,SABALO,12/31/2018,SPRABERRY LOWER SHALE,9788.0000,1926.0000,58.0000,590.7990,329.5910,316.0770,314.9880,4544.3800,,15130.9630,0.0540,1980.9098,0.5830,0.0080,2.2474,0.2110,0.1750,0.8560,6.9920
84157.0000,1515,LPI,8/7/2013,WOLFCAMP D,6933.0000,1102.0000,36.0000,2000.0000,2000.0000,500.0000,500.0000,6471.2620,,13330.2820,0.0600,4127.9443,0.6620,,1.7273,0.2800,0.2000,0.7830,3.3014
82017.0000,1516,LPI,11/9/2012,WOLFCAMP A,6920.0000,1141.0000,32.0000,2000.0000,1358.1660,34.9600,500.0000,4508.7520,,16702.9810,0.0470,2737.4874,0.3620,0.0250,2.3330,0.1900,0.2780,0.7850,3.0288
25422.0000,1517,QUIEN SABE,4/4/2015,SPRABERRY MIDDLE,7346.0000,1072.0000,34.0000,,,,,5376.0910,,7979.1660,0.0630,1982.8168,0.6260,,2.7730,0.1930,0.1690,0.5820,4.5121
46384.0000,1518,OVV,2/17/2017,WOLFCAMP A,7945.0000,1416.0000,28.0000,559.6270,559.6270,65.1820,65.1820,4577.6160,,13509.4660,0.0390,2687.5076,0.5050,0.0360,2.1474,0.1850,0.2830,0.7460,3.5196
70440.0000,1519,OVV,2/17/2017,WOLFCAMP B,8160.0000,1539.0000,35.0000,572.9000,572.9000,74.5950,74.5950,4587.0290,291.8690,9668.2190,0.0290,3045.5120,0.4930,0.0350,2.3254,0.1850,0.2620,0.7470,3.7983
34418.8516,1520,PXD,10/1/2015,WOLFCAMP B,7290.0000,1245.0000,38.0000,1154.9000,1154.9000,66.7540,66.7540,6736.4830,124.1950,14813.1220,0.0450,3876.9287,0.4030,0.0080,2.0231,0.1730,0.3510,0.9690,4.5063
47117.5039,1521,PXD,2/10/2015,WOLFCAMP D,7942.0000,818.0000,28.0000,2000.0000,2000.0000,500.0000,500.0000,7543.2350,,17931.1400,0.0740,5104.3059,0.6120,,2.2583,0.2820,0.1290,0.9690,4.2528
69115.0000,1522,PXD,8/25/2015,DEAN,6866.0000,1267.0000,39.0000,2000.0000,2000.0000,500.0000,500.0000,6385.9120,,9599.1480,0.0680,4080.2026,0.5770,,3.1391,0.1960,0.1610,0.9670,4.3462
40948.7109,1523,PXD,5/17/2015,WOLFCAMP B,9675.0000,1125.0000,34.0000,2000.0000,681.8400,21.6110,500.0000,6761.8930,136.3530,7455.2370,0.0660,4085.5956,0.6560,0.0060,3.2255,0.1980,0.1590,0.9710,5.3410
42351.2891,1524,PXD,2/1/2015,WOLFCAMP D,9457.0000,1098.0000,35.0000,2000.0000,2000.0000,500.0000,500.0000,7527.5550,,16459.9660,0.0730,5090.7305,0.6610,,2.2823,0.2980,0.1060,0.9710,5.3688
57478.8164,1525,CVX,1/21/2016,WOLFCAMP A,4442.0000,1327.0000,32.0000,676.0020,676.0020,15.9200,15.9200,4633.0400,,22268.1750,0.0580,2675.8549,0.3530,0.0220,2.6149,0.2120,0.2230,0.8110,2.3725
38091.3125,1526,CVX,1/23/2016,WOLFCAMP A,4442.0000,1335.0000,31.0000,636.1980,636.1980,15.5760,15.5760,4617.1200,,22049.3880,0.0570,2613.8352,0.3600,0.0210,2.6193,0.2120,0.2250,0.8100,2.3685
45664.3320,1527,CVX,1/27/2016,WOLFCAMP A,4442.0000,1340.0000,31.0000,578.2090,578.2090,9.9130,9.9130,4601.5440,,20922.4050,0.0560,2569.0116,0.3720,0.0210,2.5787,0.2090,0.2340,0.8070,2.3740
50007.4648,1528,CVX,1/29/2016,WOLFCAMP A,4442.0000,1338.0000,31.0000,578.1210,578.1210,9.9130,9.9130,4591.6310,,20999.2830,0.0560,2597.2462,0.3780,0.0210,2.5828,0.2110,0.2290,0.8060,2.3712
51447.2734,1529,PXD,3/22/2014,SPRABERRY LOWER SHALE,4682.0000,1346.0000,30.0000,431.1540,431.1540,299.1530,299.1530,5823.5500,,21571.1340,0.0510,2759.2887,0.4620,0.0090,2.6161,0.2100,0.1900,0.9560,3.0960
85156.7891,1530,PXD,4/2/2014,SPRABERRY LOWER,4462.0000,1096.0000,25.0000,1379.7700,908.6000,500.0000,16.1240,5524.3970,,4500.8450,0.0610,2043.2506,0.9390,,2.7387,0.1470,0.1300,0.9560,2.7164
93456.0156,1531,RP,9/1/2018,WOLFCAMP B,5078.0000,2295.0000,78.0000,2000.0000,2000.0000,500.0000,500.0000,6345.8350,489.8960,19243.3890,0.0810,4250.2247,0.7270,0.0140,2.6602,0.2150,0.2220,0.9050,5.0631
86566.7188,1532,SURGE,9/7/2018,WOLFCAMP A,9621.0000,2154.0000,32.0000,573.8770,614.6850,22.7660,23.0090,4791.0310,,13667.6170,0.0590,2434.3004,0.4110,0.0080,2.5321,0.1960,0.2530,0.7740,5.2917
136654.8750,1533,MURCHISON,10/2/2018,WOLFCAMP B,6755.0000,2003.0000,64.0000,629.3250,629.3250,5.5230,5.5230,6725.6420,296.2390,10843.9910,0.0670,3786.7238,0.6750,0.0170,2.6651,0.2100,0.2020,0.9680,5.8064
132032.9688,1534,MURCHISON,10/2/2018,WOLFCAMP B,6687.0000,2000.0000,66.0000,621.5320,621.5320,5.5230,5.5230,6720.1200,296.2390,11668.8440,0.0670,3777.1306,0.6490,0.0220,2.6738,0.2080,0.2050,0.9680,5.7813
165785.4688,1535,MURCHISON,12/9/2018,WOLFCAMP B,6670.0000,1999.0000,64.0000,499.9770,499.9770,21.4740,21.4740,6663.4270,296.3810,12801.7320,0.0650,3736.7903,0.6130,0.0220,2.9684,0.1850,0.1960,0.9670,5.7354
136702.1719,1536,MURCHISON,12/9/2018,WOLFCAMP B,6700.0000,1990.0000,80.0000,499.9890,499.9890,21.4740,21.4740,6641.9540,296.3810,13766.7610,0.0710,3905.8320,0.6040,0.0220,3.0568,0.1820,0.1910,0.9670,5.9578
140453.7188,1537,MURCHISON,2/12/2019,WOLFCAMP B,5614.0000,2012.0000,65.0000,626.7000,643.2630,75.4870,67.5330,6624.5130,296.3810,16378.9440,0.0700,3858.0215,0.5400,0.0230,2.9913,0.1820,0.1980,0.9660,5.1078
196654.0000,1538,CRWNQST,6/16/2018,WOLFCAMP A,7172.0000,1828.0000,45.0000,2000.0000,2000.0000,500.0000,500.0000,4982.4960,,12952.3810,0.0460,3105.7402,0.4950,0.0290,2.0684,0.1800,0.2690,0.6990,4.2054
193872.0000,1539,CRWNQST,6/12/2018,WOLFCAMP A,9592.0000,1874.0000,45.0000,2000.0000,2000.0000,500.0000,500.0000,5017.0450,,12439.7110,0.0430,3339.6546,0.3970,0.0270,2.1304,0.1850,0.2540,0.7010,5.3117
141640.5625,1540,PXD,10/1/2016,WOLFCAMP A,7700.0000,2012.0000,53.0000,29.9060,29.9060,261.2100,261.2100,6280.6650,,26153.5130,0.0520,3593.0953,0.3830,0.0070,2.4292,0.1700,0.3870,0.9410,5.7600
494595.5938,1541,PXD,10/1/2016,WOLFCAMP B,7902.0000,1970.0000,50.0000,637.2620,332.3780,282.3130,303.4150,6541.8750,462.0610,15359.7840,0.0680,3887.3360,0.7210,0.0080,2.8690,0.1620,0.2870,0.9410,5.8238
105622.8438,1542,PXD,10/1/2016,WOLFCAMP B,7702.0000,2018.0000,52.0000,29.2420,29.2420,211.2900,211.2900,6753.1640,462.0610,16396.1220,0.0590,4368.5765,0.6780,0.0080,2.5932,0.1640,0.3010,0.9410,5.8336
26634.1328,1543,LPI,4/22/2017,WOLFCAMP B,7379.0000,1858.0000,56.0000,,,,,5134.0625,459.2550,18496.2770,0.0680,2118.1347,0.6960,0.0180,2.0192,0.2210,0.2200,0.9060,4.1112
88736.8672,1544,LPI,4/8/2017,WOLFCAMP A,6900.0000,1764.0000,57.0000,566.7990,566.7990,3.3060,204.8380,4973.1560,,17172.2460,0.0590,3073.3126,0.5260,0.0160,2.5418,0.2020,0.2890,0.9060,3.8123
89829.0000,1545,LPI,4/8/2017,WOLFCAMP B,7255.0000,1773.0000,59.0000,429.8610,429.8610,204.8380,204.8380,5177.9940,459.2550,9099.4270,0.0540,2690.9316,0.7990,0.0200,2.5139,0.1760,0.2820,0.9040,4.0158
48083.0000,1546,LPI,7/8/2014,WOLFCAMP A,6809.0000,580.0000,18.0000,2000.0000,483.5730,292.1050,500.0000,4893.5960,,17106.9360,0.0560,3024.6569,0.5050,0.0200,2.6655,0.2050,0.2660,0.9010,2.4689
187474.0000,1547,CRWNQST,12/21/2015,WOLFCAMP B,9953.0000,1587.0000,40.0000,2000.0000,2000.0000,500.0000,500.0000,5845.0650,252.6900,7009.0630,0.0470,3397.9603,0.6090,0.0130,2.8020,0.1560,0.2720,0.9120,5.0948
128709.0000,1548,OXY,11/6/2014,WOLFCAMP A,7282.0000,1417.0000,39.0000,2000.0000,2000.0000,500.0000,500.0000,5564.0920,,5019.7470,0.0290,3452.5802,0.7440,0.0300,1.6706,0.1510,0.3720,0.7410,4.6108
60043.0000,1549,OXY,7/21/2015,WOLFCAMP A,7282.0000,1315.0000,39.0000,2000.0000,2000.0000,500.0000,500.0000,5380.5180,,16279.4360,0.0420,3273.2689,0.4460,0.0330,2.2162,0.1720,0.2340,0.7330,4.4690
19525.0000,1550,EOG,6/1/2017,WOLFCAMP A,8576.0000,2896.0000,104.0000,,,,,6984.2480,,23198.0290,0.0520,4114.5040,0.3280,0.0100,2.1914,0.1580,0.3840,0.6680,8.8501
145043.0000,1551,ENDVR,9/29/2018,WOLFCAMP B,7097.0000,1588.0000,45.0000,2000.0000,2000.0000,500.0000,500.0000,6412.4650,475.2410,20120.1880,0.0560,4061.2275,0.5950,0.0120,7.3709,0.1770,0.3020,0.9400,4.4639
69629.9688,1552,ENDVR,9/28/2018,WOLFCAMP B,7473.0000,1594.0000,47.0000,1395.1280,1395.1280,16.7590,16.7590,6412.3630,477.6550,19784.1130,0.0580,4067.5656,0.6170,0.0130,12.0790,0.1740,0.3070,0.9400,4.6668
107324.0313,1553,ENDVR,9/29/2018,WOLFCAMP A,7603.0000,1575.0000,45.0000,2000.0000,2000.0000,500.0000,500.0000,5917.9440,,33197.2470,0.0520,3492.9640,0.3540,0.0100,2.3529,0.1800,0.3840,0.9400,4.5954
122714.0000,1554,ENDVR,9/29/2018,WOLFCAMP B,7529.0000,1593.0000,44.0000,2000.0000,2000.0000,500.0000,500.0000,6438.8210,486.5900,19934.1120,0.0670,4051.1097,0.6360,0.0110,2.5520,0.1740,0.3020,0.9470,4.6592
138960.0000,1555,OXY,12/1/2017,WOLFCAMP A,7562.0000,1637.0000,35.0000,1410.9210,1215.0990,61.5020,116.4840,5013.6660,,12928.3520,0.0440,2614.7337,0.5820,0.0090,2.2876,0.1890,0.2470,0.8610,4.8221
91426.0000,1556,OXY,1/24/2016,WOLFCAMP A,7027.0000,1322.0000,43.0000,1364.5960,1386.6290,68.4680,20.4520,5130.1490,,8384.2380,0.0390,2911.4744,0.6940,0.0090,2.1699,0.1660,0.3340,0.8630,4.3683
121526.0000,1557,OXY,4/19/2016,WOLFCAMP A,7656.0000,1904.0000,59.0000,1357.5470,1377.7060,17.1040,31.2160,5049.1100,,9826.0200,0.0390,2904.1300,0.6430,0.0120,2.2863,0.1790,0.2970,0.8370,5.5172
98937.0000,1558,OXY,4/19/2016,WOLFCAMP A,7286.0000,1319.0000,42.0000,1397.6510,1397.6510,2.9920,2.9920,5052.1020,,8224.3300,0.0340,3238.5069,0.6670,0.0100,2.3259,0.1830,0.2860,0.8370,4.4603
269313.0000,1559,CRWNQST,11/17/2018,WOLFCAMP A,9902.0000,3073.0000,72.0000,344.2770,344.2770,134.4050,134.4050,5524.8650,,23655.2570,0.0630,2804.3008,0.4030,0.0140,2.9069,0.2110,0.1630,0.8300,7.2691
187351.0156,1560,CRWNQST,11/18/2018,WOLFCAMP A,10027.0000,2008.0000,52.0000,343.5580,343.5580,104.0240,104.0240,5659.2700,,12045.3540,0.0540,3358.8301,0.6680,0.0140,2.4663,0.1830,0.2980,0.8300,5.7874
113562.0078,1561,OXY,1/26/2016,WOLFCAMP A,7425.0000,1362.0000,56.0000,1364.8840,1364.8840,14.9660,14.9660,5109.6970,,7673.2400,0.0390,3026.4781,0.7160,0.0120,2.1162,0.1650,0.3390,0.8620,4.7720
96283.0000,1562,OXY,1/27/2016,WOLFCAMP A,7650.0000,1322.0000,43.0000,1403.8890,1403.8890,14.9660,14.9660,5124.6630,,9639.2160,0.0400,2748.6540,0.6720,0.0160,2.1139,0.1580,0.3550,0.8620,4.6570
107639.9922,1563,LARIO,9/1/2017,WOLFCAMP B,8268.0000,1629.0000,55.0000,2000.0000,1008.7700,41.7060,500.0000,6344.3350,275.1790,10361.1570,0.0590,3871.6772,0.6550,0.0090,2.7558,0.1880,0.2120,0.9120,4.8012
97985.0000,1564,LARIO,2/18/2018,WOLFCAMP B,8510.0000,1509.0000,44.0000,482.6080,482.6080,8.8980,8.8980,6311.5270,285.6160,8935.7910,0.0660,3995.7970,0.7340,0.0090,2.6436,0.1980,0.2140,0.9150,4.6279
