CumOil12Month,rowID,Operator,CompletionDate,DaysSinceStruck,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,PSI_PerSqf_Thick,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
150977.328125,5177,FANG,2015-08-09,2534,SPRABERRY LOWER,7567,1260,44,628.644,635.228,25.254,38.911,6518.739,2.22871775984691,7250,22578.833,0.055,3252.991532,0.327,0.003,2.601883509,0.2,0.173,0.814,4.22044897079468
133530,5178,PIEDRA,2018-10-31,1355,SPRABERRY LOWER,9720,2494,66,2000,2000,500,500,6583.192,1.97172577868822,7250,17389.24,0.056,3676.9819,0.464,0.012,2.90920801,0.204,0.178,0.791,8.40620994567871
170802.015625,5179,PXD,2019-02-15,1248,WOLFCAMP B,7682,1759,58,806.86,806.86,10.405,10.405,6914.006,6.42243240511403e-02,254.102,8588.906,0.049,3956.476051,0.576,0.008,2.347971297,0.16,0.302,0.955,5.65923547744751
173665.984375,5180,PXD,2019-02-13,1250,WOLFCAMP B,7682,1759,57,803.541,803.541,4.69,4.69,6924.411,6.42540062199791e-02,254.102,8927.482,0.052,3954.648355,0.604,0.008,2.335640347,0.158,0.303,0.956,5.64127492904663
155987,5181,PXD,2019-02-14,1249,WOLFCAMP B,7682,1759,57,803.793,941.151,12.773,4.69,6929.101,6.3699147538892e-02,254.102,9167.595,0.054,3989.09577,0.605,0.007,2.370561412,0.16,0.296,0.958,5.64382314682007
35963,5182,PXD,2012-08-31,3607,WOLFCAMP B,6062,1135,32,1013.001,1013.001,23.123,23.123,5356.709,0.206211140439031,521.954,15511.9605,0.065,2531.162957,0.661,0.017,2.804339465,0.23,0.254,0.809,3.49528837203979
30269.6796875,5183,PXD,2013-04-29,3366,WOLFCAMP B,6450,1129,32,705.548,705.548,32.857,32.857,5441.61,0.164268645280561,544.113,17105.242,0.068,3312.33632,0.672,0.018,2.518369007,0.209,0.242,0.837,3.66608881950378
66026.4765625,5184,PXD,2012-11-06,3540,WOLFCAMP B,7142,1117,32,2000,707.461,32.857,500,5408.753,0.189758967971465,544.113,18420.147,0.068,2867.390173,0.64,0.017,2.500369827,0.21,0.245,0.836,3.95547223091125
42198.609375,5185,PXD,2012-09-13,3594,WOLFCAMP B,6612,1123,32,682.11,868.184,16.955,2.617,5101.082,0.170320949227922,567.297,25691.631,0.069,3330.752926,0.55,0.014,2.790876532,0.21,0.226,0.927,3.62434387207031
46397.8828125,5186,PXD,2012-09-11,3596,WOLFCAMP B,6422,1123,32,442.717,562.526,5.626,8.634,5098.465,0.159438075532286,567.297,28769.294,0.065,3558.102405,0.479,0.014,2.69894567,0.202,0.236,0.928,3.53774428367615
39377.77734375,5187,PXD,2013-03-08,3418,WOLFCAMP B,7070,1123,32,441.972,441.972,8.634,8.634,5089.83,0.163613815759187,568.094,25500.773,0.066,3472.163994,0.546,0.014,2.66470882,0.208,0.232,0.928,3.81783676147461
28511.201171875,5188,PXD,2013-05-03,3362,WOLFCAMP B,7022,1178,32,660.563,660.563,55.948,55.948,4523.193,0.180167793726723,512.884,14420.151,0.073,2846.701896,0.734,0.019,3.198668104,0.217,0.239,0.772,3.77419996261597
8491,5189,OXY,2015-03-18,2678,SPRABERRY LOWER,4089,1290,28,2000,2000,500,500,6619.88,2.09463228487695,7250,18341.182,0.052,3461.228041,0.382,0.003,2.674227294,0.2,0.188,0.866,3.28240513801575
63858.375,5190,PXD,2012-10-28,3549,WOLFCAMP B,6720,1134,40,2000,666.038,67.608,500,5358.448,0.170708466747345,551.251,26698.279,0.07,3229.195426,0.572,0.02,3.541466776,0.227,0.21,0.831,3.90389394760132
59639.2578125,5191,PXD,2013-06-25,3309,WOLFCAMP B,7442,1101,29,666.216,666.216,67.608,67.608,5290.84,0.189765861421747,551.251,28721.309,0.066,2904.900786,0.508,0.022,3.717153318,0.229,0.218,0.831,3.99853277206421
43698.41796875,5192,PXD,2012-12-22,3494,WOLFCAMP B,6535,1142,31,648.882,648.882,275.79,275.79,5250.643,0.178284982560277,554.874,16302.014,0.064,3112.286812,0.579,0.013,2.431147828,0.253,0.187,0.903,3.62392425537109
22007.13671875,5193,PXD,2012-11-20,3526,WOLFCAMP A,7005,1164,32,648.685,648.685,352.898,352.898,4897.745,2.89922723645818,8250,21884.689,0.06,2845.58585,0.329,0.01,2.379002403,0.235,0.319,0.905,3.78000378608704
51421.609375,5194,PXD,2012-09-14,3593,WOLFCAMP B,6362,1054,31,1142.446,1069.592,18.252,30.095,5261.96,0.15984005239142,540.527,28997.643,0.064,3381.674317,0.42,0.024,2.658809934,0.26,0.189,0.893,3.4684009552002
53534.40625,5195,PXD,2012-12-21,3495,WOLFCAMP B,6911,1159,34,1038.343,1038.343,500,275.79,5526.433,0.178350607424159,549.441,21818.128,0.059,3080.679163,0.452,0.013,22.30505966,0.228,0.233,0.9,3.91554760932922
34282.69140625,5196,PXD,2013-04-18,3377,WOLFCAMP B,6242,1346,38,996.606,996.606,6.408,6.408,5268.367,0.185238814196713,544.16,26769.187,0.064,2937.613277,0.445,0.024,2.650661189,0.268,0.169,0.893,3.74432492256165
50136.3203125,5197,PXD,2012-04-25,3735,WOLFCAMP B,6422,1244,40,2000,654.16,2.663,500,5039.686,0.17123455086013,573.933,20288.331,0.069,3351.73595,0.66,0.025,3.045840163,0.227,0.184,0.921,3.75484776496887
34871.40625,5198,PXD,2013-02-08,3446,WOLFCAMP B,7193,1137,32,2000,1209.395,1.911,500,5045.046,0.163877393154251,577.293,21607.229,0.067,3522.712858,0.634,0.019,3.03693741,0.216,0.199,0.921,3.87755560874939
42350.61328125,5199,PXD,2013-03-26,3400,WOLFCAMP B,7380,1105,32,861.897,861.897,48.699,48.699,5245.651,0.193342072184958,526.778,27839.79,0.068,2724.590639,0.44,0.023,3.000369632,0.233,0.194,0.918,3.97567462921143
22587.146484375,5200,PXD,2012-09-12,3595,WOLFCAMP A,6422,1152,32,2000,2000,500,500,4945.181,3.14264982135053,8250,26064.291,0.062,2625.173172,0.344,0.018,2.902726652,0.228,0.298,0.925,3.54401540756226
51711.3359375,5201,PXD,2013-05-06,3359,WOLFCAMP B,7082,1090,24,790.061,790.061,23.385,23.385,5209.504,0.181951002806752,536.037,19704.283,0.069,2946.051364,0.561,0.011,2.632868631,0.242,0.195,0.921,3.6947295665741
53460.3984375,5202,PXD,2013-05-14,3351,WOLFCAMP B,7142,1159,24,786.891,786.891,23.385,23.385,5186.119,0.19086730192508,536.037,19067.989,0.068,2808.427607,0.556,0.013,2.583920409,0.237,0.198,0.922,3.79395937919617
47017.70703125,5203,PXD,2013-05-06,3359,WOLFCAMP B,9765,1151,33,1054.13,896.354,16.542,31.292,5132.374,0.200388144373548,571.348,18811.599,0.054,2851.206601,0.583,0.011,2.876160057,0.192,0.26,0.925,5.05236530303955
61865.02734375,5204,PXD,2013-05-05,3360,WOLFCAMP B,9860,1131,32,643.215,643.215,1.791,1.791,5134.165,0.186278422075244,570.081,21348.105,0.059,3060.370566,0.558,0.011,2.943651434,0.197,0.253,0.924,5.05052995681763
47901.8203125,5205,PXD,2013-08-03,3270,WOLFCAMP B,9842,1122,25,643.188,643.188,15.934,15.934,5118.231,0.151955759190404,570.081,26375.802,0.069,3751.624835,0.534,0.012,2.988569363,0.218,0.221,0.923,4.87203788757324
108222.828125,5206,PXD,2013-10-22,3190,WOLFCAMP B,9542,1152,24,260.965,260.965,4.86,302.295,5889.259,0.142666796353741,485.268,26250.232,0.055,3401.408123,0.515,0.009,2.95518164,0.178,0.283,0.774,4.96430540084839
57734.58203125,5207,PXD,2014-09-20,2857,WOLFCAMP B,6867,1113,24,720.823,720.823,56.696,356.476,6287.362,0.114041969227825,495.91,27473.687,0.059,4348.486819,0.572,0.005,3.49677993,0.197,0.249,0.778,3.84689331054688
45206.14453125,5208,PXD,2014-09-29,2848,WOLFCAMP A,6867,1132,25,513.166,653.994,297.617,270.049,5605.702,2.63194927900295,8250,42190.097,0.051,3134.558886,0.274,0.003,2.205617503,0.184,0.372,0.778,3.75005388259888
78943.046875,5209,PXD,2014-09-19,2858,WOLFCAMP A,7767,1148,24,465.612,489.337,325.544,381.04,5875.75,2.57599721905207,8250,28699.037,0.058,3202.643209,0.541,0.003,3.385553781,0.19,0.263,0.78,4.19139814376831
100362.71875,5210,PXD,2015-10-04,2478,WOLFCAMP A,10262,1104,33,506.471,486.085,373.642,366.244,5494.71,2.73335867641652,8250,53545.297,0.057,3018.264698,0.184,0.003,3.002228892,0.213,0.276,0.78,5.29020166397095
113102.3671875,5211,PXD,2015-10-03,2479,WOLFCAMP A,10497,1010,39,979.135,507.785,14.797,14.797,5860.953,2.43286536698137,8250,29053.663,0.057,3391.063111,0.515,0.003,3.345114133,0.191,0.275,0.782,5.42359161376953
48441.15234375,5212,PXD,2015-02-07,2717,WOLFCAMP B,9267,1053,23,670.573,670.573,38.934,38.934,6315.261,0.121567605726941,499.984,19315.463,0.062,4112.806179,0.702,0.011,2.751816439,0.225,0.213,0.779,4.72933721542358
79410.5390625,5213,PXD,2015-08-27,2516,WOLFCAMP B,10047,892,35,729.592,710.036,124.635,245.465,5816.32,0.15259983319377,503.589,33481.868,0.057,3300.062585,0.419,0.024,3.338925787,0.192,0.259,0.782,4.96074771881104
98351.9375,5214,PXD,2015-08-28,2515,WOLFCAMP B,10287,995,37,1427.822,691.244,3.805,249.27,5820.125,0.151339346848789,505.983,32361.684,0.055,3343.367145,0.413,0.024,3.185062125,0.194,0.27,0.783,5.26192855834961
260355,5215,PXD,2015-10-09,2473,WOLFCAMP A,10028,1910,74,2000,2000,500,500,5870.929,2.47185932277905,8250,27766.275,0.058,3337.568576,0.544,0.004,2.969000942,0.19,0.271,0.788,7.46118974685669
95814.0078125,5216,PXD,2013-11-05,3176,WOLFCAMP A,6542,1159,29,237.616,237.616,307.157,307.157,5623.729,2.8402484015978,8250,41790.615,0.054,2904.675519,0.324,0.002,2.688739906,0.193,0.347,0.776,3.69183683395386
127478.8984375,5217,PXD,2013-11-06,3175,WOLFCAMP B,6842,1214,28,222.323,222.323,299.78,299.78,6230.666,0.120581386267046,490.609,28727.691,0.052,4068.695967,0.479,0.005,20.65943536,0.182,0.28,0.776,3.98323822021484
72330.1640625,5218,PXD,2014-10-27,2820,WOLFCAMP B,8162,933,24,342.311,342.311,255.33,255.33,5975.99,0.168342415519905,487.344,26184.727,0.063,2894.956678,0.516,0.01,3.025171948,0.199,0.248,0.896,4.10352659225464
54058.171875,5219,PXD,2015-05-18,2617,WOLFCAMP D,9026,998,37,2000,2000,500,500,7415.283,2.38992818674165,11500,18848.236,0.056,4811.860065,0.406,0.013,2.365849163,0.226,0.177,0.918,5.03636026382446
81387.7109375,5220,PXD,2015-05-28,2607,WOLFCAMP B,9001,843,35,847.945,847.945,12.805,12.805,6351.5,0.107656772603031,468.003,24096.484,0.053,4347.176575,0.467,0.007,3.412518525,0.177,0.28,0.918,4.57644128799438
37164.25390625,5221,PXD,2015-05-28,2607,WOLFCAMP A,7921,968,37,845.094,845.094,15.604,15.604,5648.944,2.42773990848309,8250,40916.722,0.058,3398.222343,0.179,0.007,3.233952054,0.203,0.275,0.918,4.20372867584229
87657.6796875,5222,PXD,2015-06-01,2603,WOLFCAMP B,8241,993,38,848.72,848.72,6.01,6.01,6338.695,0.112230079170114,471.354,27644.635,0.056,4199.890114,0.419,0.01,4.114830794,0.182,0.27,0.912,4.51847362518311
45882.23046875,5223,PXD,2015-06-02,2602,WOLFCAMP A,7761,920,35,843.532,843.532,3.354,3.354,5664.548,2.70179792125142,8250,34811.081,0.051,3053.522225,0.188,0.007,2.938101364,0.187,0.335,0.912,4.05583953857422
46055.5859375,5224,PXD,2015-05-13,2622,WOLFCAMP D,8726,1089,36,2000,2000,500,500,7433.185,2.38714543340448,11500,14928.392,0.048,4817.469367,0.445,0.013,2.107059185,0.205,0.212,0.902,5.03711938858032
81983.984375,5225,PXD,2015-05-14,2621,WOLFCAMP B,8246,1070,36,922.837,891.85,36.336,6.01,6332.685,0.108726329777066,471.354,26646.1,0.055,4335.23325,0.426,0.01,3.297909444,0.181,0.272,0.903,4.58457612991333
28050.158203125,5226,PXD,2015-05-17,2618,WOLFCAMP A,7886,1103,36,932.626,932.626,3.354,3.354,5667.902,2.83080461960138,8250,33515.862,0.05,2914.36574,0.193,0.012,2.788672944,0.183,0.345,0.903,4.34037303924561
155029,5227,PXD,2018-06-17,1491,WOLFCAMP B,10622,2952,77,1016.119,970.827,23.601,30.877,6227.652,0.106678034807815,460.436,27311.827,0.057,4316.127503,0.351,0.026,4.443058862,0.187,0.275,0.86,9.63572406768799
102661.7890625,5228,PXD,2015-06-16,2588,WOLFCAMP D,9242,994,39,879.024,879.024,35.979,35.979,7377.792,2.56661786678002,11500,13671.857,0.055,4480.60467,0.524,0.013,2.139066016,0.232,0.156,0.762,5.15005016326904
77493.8828125,5229,PXD,2015-06-16,2588,WOLFCAMP B,9270,953,38,770.888,770.888,34.368,374.59,5903.448,0.141448706711109,478.104,27980.252,0.06,3380.052113,0.436,0.007,3.310132995,0.193,0.245,0.762,4.80912065505981
110400.484375,5230,PXD,2015-06-07,2597,WOLFCAMP B,9747,1013,38,2000,796.541,6.689,500,5887.677,0.141890900785303,479.949,32544.634,0.057,3382.521341,0.389,0.005,3.39962157,0.194,0.239,0.761,5.09026002883911
89716.671875,5231,PXD,2015-06-08,2596,WOLFCAMP D,9242,770,32,1061.703,1061.703,34.914,34.914,7376.728,2.45048699767199,11500,18095.188,0.061,4692.944713,0.472,0.013,2.210986167,0.245,0.167,0.761,4.69586658477783
63079.671875,5232,PXD,2015-05-01,2634,WOLFCAMP D,9091,1001,41,2000,2000,500,500,7428.304,2.37388333433641,11500,16754.273,0.06,4844.382971,0.512,0.013,2.282523188,0.264,0.155,0.776,5.14984273910522
74383.7578125,5233,PXD,2015-03-10,2686,WOLFCAMP A,7887,995,20,583.449,583.449,345.574,345.574,5554.653,2.94812114463433,8250,38238.806,0.056,2798.392466,0.222,0.026,3.080154447,0.196,0.302,0.78,3.915367603302
70129.421875,5234,PXD,2013-03-28,3398,WOLFCAMP B,7070,1092,32,677.84,677.84,223.795,98.675,5565.224,0.146692342169331,531.841,16150.302,0.063,3625.553946,0.667,0.01,3.008513508,0.211,0.23,0.842,3.92173862457275
23081.5390625,5235,PXD,2013-03-29,3397,WOLFCAMP A,6760,1114,31,675.181,675.181,500,223.795,5341.429,2.41511714738693,8250,23506.525,0.051,3415.983365,0.387,0.01,2.370060815,0.197,0.409,0.843,3.72714734077454
79363.9921875,5236,PXD,2014-12-19,2767,WOLFCAMP B,9616,1098,22,2000,2000,500,500,7101.523,3.89710483809292e-02,169.031,6496.336,0.061,4337.348032,0.646,0.006,3.298826928,0.177,0.278,0.922,5.15564393997192
183693.3125,5237,PXD,2014-12-10,2776,WOLFCAMP C,9318,1750,26,2000,2000,500,500,7672.472,1.78349784915453,9450,12416.578,0.061,5298.576617,0.558,0.013,2.516801658,0.264,0.254,0.921,6.1655592918396
126214.9453125,5238,PXD,2013-11-09,3172,WOLFCAMP D,7382,952,33,2000,2000,500,500,7787.347,2.2383171664174,11500,17588.231,0.058,5137.788412,0.47,0.013,1.706267213,0.278,0.181,0.89,4.34660243988037
144158,5239,PXD,2017-12-13,1677,SPRABERRY LOWER,10042,2517,45,2000,1030.814,27.41,500,6555.095,2.30139723539975,7250,21432.786,0.042,3150.26015,0.291,0.009,2.144918959,0.197,0.231,0.891,7.91784143447876
200571.1875,5240,PXD,2017-12-15,1675,SPRABERRY LOWER,9837,2506,46,1160.292,1072.376,55.829,86.607,6585.799,2.34438032959823,7250,20972.284,0.046,3092.501634,0.426,0.003,2.256998706,0.186,0.207,0.856,7.78735828399658
109386.96875,5241,PXD,2013-12-19,3132,SPRABERRY LOWER,7382,851,32,2000,832.714,221.435,500,6499.192,2.38931357705531,7250,34565.974,0.063,3034.344286,0.299,0.005,2.683453643,0.219,0.127,0.873,3.97624516487122
192215.34375,5242,PXD,2015-06-01,2603,SPRABERRY LOWER,10196,1383,50,2000,2000,500,500,6459.236,2.42006683475545,7250,28204.828,0.058,2995.785032,0.324,0.007,2.432952282,0.228,0.142,0.901,6.28809547424316
127359.015625,5243,PXD,2016-02-22,2337,SPRABERRY LOWER,10172,1468,37,2000,2000,500,500,5981.335,3.33943255740159,7250,13994.818,0.052,2171.027525,0.607,0.011009,2.624366938,0.178,0.104,0.9,6.05467891693115
181905.5625,5244,PXD,2016-02-01,2358,SPRABERRY LOWER,9572,1514,55,800.595,874.988,18.748,7.927,6554.316,2.30179888367142,7250,26785.098,0.053,3149.710451,0.303,0.004,2.802771135,0.21,0.142,0.863,6.30297708511353
180972.859375,5245,PXD,2016-02-01,2358,SPRABERRY LOWER,9572,1510,55,800.339,800.339,7.927,7.927,6546.389,2.32217559838843,7250,28414.064,0.055,3122.072252,0.293,0.004,2.819182146,0.209,0.139,0.865,6.2841477394104
87226.578125,5246,PXD,2015-03-01,2695,SPRABERRY LOWER,9870,1136,24,704.959,541.42,25.261,12.483,6537.231,2.29111154897009,7250,30145.655,0.06,3164.402887,0.321,0.003,2.707193764,0.208,0.15,0.859,5.22523880004883
112118.8671875,5247,PXD,2015-03-01,2695,SPRABERRY LOWER,9870,1139,24,949.883,827.521,21.026,29.569,6524.747,2.3338376866023,7250,28028.99,0.055,3106.471389,0.302,0.003,2.699382224,0.208,0.144,0.861,5.23605298995972
192182.484375,5248,PXD,2015-12-31,2390,SPRABERRY LOWER,10172,1436,41,892.069,892.069,1.312,1.312,6510.399,2.33599325786335,7250,27266.744,0.055,3103.604848,0.304,0.003,2.941415823,0.212,0.114,0.881,6.18065643310547
195899.34375,5249,PXD,2015-12-30,2391,SPRABERRY LOWER,10172,1417,40,902.194,877.236,24.614,7.993,6517.081,2.34560385432524,7250,26440.435,0.056,3090.888509,0.345,0.004,2.941725203,0.211,0.109,0.877,6.14550399780273
158133.78125,5250,PXD,2016-04-16,2283,SPRABERRY LOWER,9832,1411,46,791.047,791.047,8.648,8.648,6477.341,2.26691704779009,7250,24458.31,0.056,3198.176134,0.387,0.014,2.917789822,0.222,0.236,0.922,6.07386779785156
186521.84375,5251,PXD,2016-04-15,2284,SPRABERRY LOWER,9832,1398,46,791.494,791.494,0.308,0.308,6485.989,2.2556005248116,7250,24353.45,0.057,3214.221632,0.395,0.007,2.91379359,0.222,0.229,0.921,6.04780149459839
160513.3125,5252,PXD,2016-04-17,2282,SPRABERRY LOWER,9833,1401,46,1012.042,907.199,27.136,53.964,6486.297,2.27154102985241,7250,25694.233,0.058,3191.66588,0.375,0.007,2.850925829,0.222,0.213,0.919,6.05806159973145
186709.765625,5253,PXD,2016-10-03,2113,SPRABERRY LOWER,9833,1386,46,887.896,840.524,16.518,24.223,6473.415,2.33926529065597,7250,24222.047,0.055,3099.2637,0.373,0.008,2.574611908,0.212,0.186,0.915,6.04774475097656
181095.796875,5254,PXD,2016-09-29,2117,SPRABERRY LOWER,9833,1386,47,791.49,791.49,8.813,8.813,6464.602,2.3432826176364,7250,24375.435,0.054,3093.950318,0.364,0.008,2.561493056,0.211,0.192,0.916,6.05650329589844
173675.640625,5255,PXD,2016-09-30,2116,SPRABERRY LOWER,9832,1395,47,800.877,906.621,43.117,32.27,6432.333,2.37041579555344,7250,21522.998,0.055,3058.535137,0.442,0.007,2.503840751,0.215,0.202,0.918,6.05077838897705
156561.875,5256,PXD,2015-12-30,2391,SPRABERRY LOWER,10172,1436,41,891.43,891.43,1.312,1.312,6509.087,2.3515554145,7250,24699.278,0.053,3083.065768,0.352,0.003,2.907721516,0.204,0.12,0.879,6.17888069152832
154180.625,5257,PXD,2016-06-11,2227,SPRABERRY LOWER,9827,1385,48,2000,2000,500,500,6485.774,2.38235698029118,7250,30465.659,0.06,3043.204717,0.312,0.01,2.587416882,0.228,0.11,0.89,6.07509565353394
151585.109375,5258,PXD,2016-07-14,2194,SPRABERRY LOWER,10265,1371,47,2000,2000,500,500,6480.645,2.32782728012191,7250,23157.442,0.049,3114.49224,0.304,0.013,2.234892065,0.211,0.187,0.922,6.26861143112183
144673.015625,5259,PXD,2016-07-16,2192,SPRABERRY LOWER,10149,1333,45,2000,2000,500,500,6470.287,2.33778124192746,7250,22524.047,0.047,3101.231146,0.322,0.011,2.255052139,0.209,0.201,0.925,6.08559894561768
165359.3125,5260,PXD,2016-12-03,2052,SPRABERRY LOWER,9847,1481,45,803.128,803.128,6.13,6.13,6508.959,2.33985229598147,7250,28326.57,0.058,3098.486179,0.331,0.006,2.638129717,0.215,0.136,0.888,6.1893515586853
187237.34375,5261,PXD,2016-12-01,2054,SPRABERRY LOWER,9851,1470,46,803.574,803.574,3.277,3.277,6502.829,2.34348889493212,7250,27946.318,0.059,3093.677984,0.345,0.007,2.641870861,0.215,0.136,0.889,6.17964029312134
169728.515625,5262,PXD,2016-12-04,2051,SPRABERRY LOWER,9847,1466,46,1084.189,945.199,7.126,10.975,6506.106,2.35042369857689,7250,27008.502,0.057,3084.550247,0.349,0.007,2.67577333,0.215,0.137,0.891,6.17601013183594
274283.5,5263,PXD,2017-04-02,1932,SPRABERRY LOWER,9126,3021,55,830.343,830.343,4.732,4.732,6464.273,2.3495933911643,7250,24972.06,0.056,3085.640276,0.369,0.007,2.475298966,0.214,0.158,0.91,8.18988227844238
408579.0625,5264,PXD,2017-03-28,1937,SPRABERRY LOWER,9127,2985,54,829.634,829.634,4.732,4.732,6469.005,2.35274253208018,7250,25005.619,0.055,3081.510153,0.356,0.008,2.518074365,0.212,0.156,0.912,8.12125778198242
272677.5,5265,PXD,2017-03-30,1935,SPRABERRY LOWER,9127,3003,55,964.385,923.237,22.017,19.812,6449.193,2.37300740953103,7250,23537.381,0.057,3055.194843,0.411,0.008,2.462120941,0.214,0.172,0.913,8.16117286682129
200862.421875,5266,PXD,2018-08-11,1436,SPRABERRY MIDDLE,10482,2103,59,883.838,883.838,16.191,16.191,5893.972,3.3950547277965,6850,17702.645,0.052,2017.640524,0.152,0.011009,2.961441338,0.198,0.218,0.879,7.71793270111084
202910.984375,5267,PXD,2018-08-13,1434,SPRABERRY MIDDLE,10382,1565,60,883.744,883.744,16.191,16.191,5877.78,3.28371612698808,6850,16228.326,0.051,2086.05121,0.202,0.011009,2.831499774,0.199,0.193,0.881,6.80240535736084
79550.8046875,5268,SABLE,2015-03-25,2671,WOLFCAMP A,6487,1653,37,46.525,46.525,144.8,144.8,5275.112,2.63123445037516,8250,20397.88,0.064,3135.410453,0.639,0.014,3.747792776,0.229,0.263,0.921,4.64273118972778
62066.9609375,5269,SABLE,2014-02-14,3075,WOLFCAMP A,9514,1680,33,313.669,313.669,309.03,309.03,5165.366,2.71119605793355,8250,32182.565,0.053,3042.937443,0.392,0.016,3.620358003,0.205,0.355,0.893,6.11973237991333
44939.609375,5270,SABLE,2014-01-16,3104,WOLFCAMP B,9525,1667,25,313.703,326.6,313.313,309.03,5474.396,0.135345087319578,522.445,22411.421,0.066,3860.095777,0.595,0.019,3.575177401,0.21,0.264,0.892,6.00029039382935
69767.7421875,5271,SABLE,2015-03-24,2672,WOLFCAMP A,6560,1599,34,31.653,31.653,144.8,144.8,5130.312,2.89298338051637,8250,42091.026,0.066,2851.727409,0.354,0.014,3.16781823,0.24,0.231,0.921,4.56804370880127
109446.15625,5272,SABLE,2015-07-14,2560,WOLFCAMP A,9961,1869,39,979.886,516.752,500,303.887,5609.344,2.53388000864176,8250,20997.395751677,0.056,3255.87635241744,0.420627450980391,0.008,5.52068939566247,0.182,0.258,0.907,6.8019003868103
47225.453125,5273,SABLE,2014-11-30,2786,WOLFCAMP A,9301,1827,31,325.895,332.388,270.153,251.079,5312.462,2.91085805236344,8250,25989.303,0.056,2834.21584,0.545,0.008,2.785753691,0.197,0.348,0.911,6.19813919067383
44528.34375,5274,SABLE,2014-12-03,2783,WOLFCAMP B,9505,1841,31,342.483,336.032,334.939,354.013,5917.554,0.12877229400252,521.715,14901.35,0.056,4051.453801,0.678,0.002,4.936269163,0.176,0.303,0.911,6.41719961166382
72811.375,5275,SABLE,2015-07-19,2555,WOLFCAMP A,9666,1409,26,609.324,609.324,5.5,5.5,5210.802,2.84791190131106,8250,31226.909,0.055,2896.859273,0.44,0.007,3.38389501,0.204,0.328,0.906,5.65081405639648
61676.1328125,5276,SABLE,2014-12-01,2785,WOLFCAMP B,9505,1839,31,237.229,608.646,307.715,311.542,5913.231,0.130286000449889,521.715,15062.4495,0.056,4004.382652,0.676,0.006,13.22545159,0.178,0.299,0.91,6.42053890228271
33003.1796875,5277,SABLE,2014-12-01,2785,WOLFCAMP B,9376,1802,28,675.83,284.168,313.703,38.148,5601.689,0.159289923049901,521.715,14233.799,0.059,3275.254266,0.705,0.006,2.915680381,0.189,0.263,0.91,6.19275856018066
57053,5278,SABLE,2012-07-25,3644,WOLFCAMP A,6686,1100,31,2000,331.108,294.184,500,5111.19,3.00466033306655,8250,28421.962,0.054,2745.734654,0.416,0.026,2.696301086,0.216,0.325,0.899,4.14109468460083
89508.5703125,5279,SABLE,2015-04-17,2648,WOLFCAMP A,6616,1413,31,15.756,540.474,375.376,354.171,5066.673,2.86675988693379,8250,40765.638,0.06,2877.813394,0.3,0.025,3.278240754,0.232,0.273,0.9,4.36834716796875
43780.08984375,5280,SABLE,2014-05-06,2994,WOLFCAMP A,5579,1941,35,335.275,335.275,306.168,306.168,5102.384,2.85083154754711,8250,32103.759,0.056,2893.892488,0.387,0.026,3.172148701,0.216,0.353,0.856,4.38896512985229
15166.1923828125,5281,SABLE,2014-03-18,3043,WOLFCAMP B,5382,2032,35,298.027,298.027,306.168,306.168,5408.553,0.143502578656972,535.375,26718.818,0.064,3730.769196,0.524,0.032,3.096119453,0.224,0.248,0.856,4.40692281723022
44491.8984375,5282,SABLE,2015-04-11,2654,WOLFCAMP B,6266,1353,31,669.858,8.787,63.937,63.937,5717.338,0.138447505491771,521.329,17424.643,0.057,3765.535523,0.641,0.031,3.295450753,0.194,0.28,0.9,4.27182340621948
45188.359375,5283,SABLE,2015-04-12,2653,WOLFCAMP B,6266,1397,31,10.051,13.283,328.463,296.494,5420.844,0.150272008566747,521.329,22494.469,0.068,3469.235588,0.61,0.031,3.286260246,0.228,0.24,0.9,4.25853157043457
40735.28125,5284,SABLE,2015-01-02,2753,WOLFCAMP B,6435,1370,38,955.952,262.296,301.202,38.441,5685.758,0.136574053673946,525.663,19414.42,0.06,3848.92288,0.618,0.031,3.05655811,0.2,0.27,0.898,4.43770837783813
75463.7265625,5285,SABLE,2015-04-03,2662,WOLFCAMP B,6353,1613,43,340.923,189.919,177.29,13.193,5384.556,0.148685088729218,522.659,28337.66,0.067,3515.20791,0.498,0.036,3.006998762,0.233,0.235,0.898,4.64410543441772
67306.171875,5286,SABLE,2015-04-10,2655,WOLFCAMP A,6353,1613,43,640.428,38.055,341.386,37.372,5043.171,2.93099903047242,8250,38187.504,0.059,2814.739928,0.289,0.026,2.992593927,0.23,0.284,0.898,4.58290529251099
29152.59375,5287,SABLE,2014-10-27,2820,WOLFCAMP B,4981,1971,32,292.541,292.541,287.795,287.795,5708.562,0.157708244900116,512.924,17005.905,0.068,3252.36008,0.701,0.008,3.247698338,0.211,0.207,0.923,4.15309190750122
