CumOil12Month,rowID,Operator,CompletionDate,DaysSinceStruck,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,PSI_PerSqf_Thick,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
320997.1875,752,CVX,2018-04-23,1546,WOLFCAMP A,10291,1732,64,474.792,474.792,15.864,320.744,6697.304,1.97713919410204,8250,18846.75,0.042,4172.695592,0.433,0.008,2.200299284,0.146,0.396,0.961,5.54189014434814
184588,753,CVX,2018-04-23,1546,WOLFCAMP B,9880,1645,41,438.549,438.549,320.744,320.744,7018.048,8.42103604821024e-02,362.751,11909.643,0.045,4307.676608,0.508,0.012,2.671353386,0.149,0.31,0.96,5.18369197845459
229309,754,CVX,2018-04-23,1546,WOLFCAMP A,10262,1380.5,34,439.204,458.832,361.188,322.935,6695.113,1.91301137604469,8250,17417.649,0.039,4312.572368,0.434,0.006,2.152923903,0.145,0.403,0.96,5.60483884811401
155922.921875,755,CVX,2018-04-23,1546,WOLFCAMP B,7682,1645,41,478.048,698.228,261.919,399.441,7094.554,8.00674126599888e-02,362.751,12237.421,0.058,4530.569778,0.625,0.008,2.716398258,0.163,0.27,0.96,4.48461484909058
120194.2578125,756,CVX,2017-08-28,1784,WOLFCAMP A,7650,1752,61,925.378,697.376,158.936,21.413,6673.701,2.08140741756202,8250,22869.116,0.049,3963.664168,0.4,0.008,2.388224204,0.151,0.371,0.959,4.40415668487549
232126.15625,757,CVX,2017-11-07,1713,WOLFCAMP B,7082,1695,59,446.153,446.153,296.458,296.458,6970.158,7.78720285525595e-02,342.238,13660.945,0.061,4394.877164,0.578,0.008,2.995217592,0.165,0.225,0.958,4.13802909851074
149440.671875,758,CVX,2017-08-28,1784,WOLFCAMP A,7669,1676,60,446.034,446.034,301.067,301.067,6669.091,2.17941736331674,8250,17135.078,0.043,3785.415377,0.486,0.012,2.31605226,0.145,0.4,0.958,4.3365912437439
133122,759,CVX,2017-08-28,1784,WOLFCAMP B,7569,1711,59,901.118,901.118,116.309,116.309,7086.468,7.45971277152791e-02,342.238,8454.135,0.053,4587.817393,0.727,0.01,2.460014395,0.16,0.284,0.957,4.36498975753784
198799,760,CVX,2020-01-23,906,WOLFCAMP B,10053,1995,74,267.443,267.443,310.828,310.828,6798.826,0.102454102429316,381.672,14493.5493057417,0.076,3725.29738634251,0.605058283433135,0.008,5.52068939566247,0.165,0.242,0.919,5.90464067459106
104908.0078125,761,BTA,2017-02-25,1968,WOLFCAMP A,8312,2535,41,568.183,568.183,238.8,238.8,4711.282,2.81677973895428,8250,31517.829,0.067,2928.876506,0.425,0.013,2.623796372,0.227,0.296,0.94,6.854163646698
49368.51953125,762,SABLE,2014-11-30,2786,WOLFCAMP A,10321,1641,24,810.813,587.717,295.246,314.867,4696.333,2.71765893735905,8250,23132.953,0.057,3035.701017,0.504,0.013,2.61075082,0.214,0.354,0.925,6.15328979492188
39894.52734375,763,SABLE,2014-12-13,2773,WOLFCAMP B,8851,1906,29,1162.515,316.3,304.847,39.242,4971.958,0.163929593532516,573.147,22418.626,0.067,3496.299769,0.62,0.013,2.988857399,0.222,0.213,0.926,5.95214509963989
42700.75390625,764,SABLE,2014-11-30,2786,WOLFCAMP A,10071,1662,23,310.205,310.205,263.798,263.798,4708.16,2.95822416382064,8250,21980.833,0.057,2788.835309,0.525,0.013,2.715051293,0.21,0.33,0.925,6.05931282043457
97948.5859375,765,SABLE,2015-02-10,2714,WOLFCAMP B,10270,1535,38,333.479,333.479,341.27,341.27,5322.668,0.155889461821399,575.156,15411.859,0.06,3689.511743,0.715,0.017,2.900799044,0.17,0.273,0.925,6.36977100372314
89909.921875,766,SABLE,2015-12-03,2418,WOLFCAMP B,10666,1966,48,1313.061,506.483,6.567,387.522,5368.92,0.217681497598291,575.156,19010.614,0.061,2642.190569,0.641,0.02,25.00223778,0.191,0.253,0.925,7.4629168510437
115818.765625,767,SABLE,2015-09-10,2502,WOLFCAMP A,10433,1406,14,778.983,631.306,122.936,34.266,4693.582,2.84470625261869,8250,26560.731,0.06,2900.123692,0.443,0.018,2.6461262,0.214,0.343,0.924,5.86615657806396
70462.09375,768,SABLE,2015-09-02,2510,WOLFCAMP B,10620,1905,40,803.668541598695,649.201341761826,176.282343800979,175.886101141925,4820.9404296875,0.185074674511354,578.601,14113.921,0.076,3126.31105,0.755,0.02,2.760186941,0.254,0.147,0.925,7.10772562026978
132971.859375,769,SABLE,2015-09-10,2502,WOLFCAMP A,10597,1393,25,643.153,643.153,35.378,35.378,4728.959,2.85702069835863,8250,29452.629,0.065,2887.623462,0.436,0.018,2.679451519,0.231,0.32,0.924,5.92841196060181
113249.21875,770,SABLE,2015-09-03,2509,WOLFCAMP B,10645,1935,41,7.018,7.018,214.943,214.943,4943.902,0.162788720799687,578.601,18666.286,0.066,3554.306448,0.671,0.029,3.077161337,0.207,0.226,0.924,7.19011926651001
35017.6171875,771,SABLE,2018-05-03,1536,WOLFCAMP B,10965,1783,21,1085.963,443.97,95.423,1.23,5366.001,0.208959224598021,578.601,15252.593,0.061,2768.966056,0.705,0.02,37.32883884,0.192,0.251,0.925,6.74852132797241
18181.248046875,772,SABLE,2018-05-10,1529,WOLFCAMP B,10695,1730,22,13.053,13.053,195.09,195.09,5173.934,0.174335446013553,578.601,16841.022,0.071,3318.89477,0.722,0.029,2.757433633,0.229,0.189,0.924,6.51175451278687
34518.7265625,773,SABLE,2018-05-10,1529,WOLFCAMP B,9295,1793,23,978.546,216.321,230.963,189.054,5178.177,0.194968691384871,576.535,17919.353,0.066,2957.064521,0.677,0.015,23.38278582,0.216,0.212,0.928,5.93607664108276
23652.142578125,774,SABLE,2018-05-10,1529,WOLFCAMP B,10879,1745,22,13.049,13.049,3.022,3.022,5369.024,0.201169102684926,578.601,14905.874,0.063,2876.19218,0.723,0.029,19.9229766,0.195,0.249,0.925,6.66619348526001
14468,775,SABLE,2017-02-28,1965,WOLFCAMP A,4888,1464,19,1467.123,1467.123,66.583,66.583,4857.664,2.91530620442551,8250,24219.678,0.074,2829.891415,0.588,0.016,3.504812859,0.236,0.168,0.93,3.42289233207703
84941,776,QEP,2017-05-04,1900,WOLFCAMP B,7214,1789,38,17.01,221.191,217.057,296.283,6743.734,6.54900102788489e-02,281.129,7316.485,0.056,4292.700502,0.689,0.009,2.922402613,0.176,0.174,0.809,3.97726392745972
68944,777,QEP,2017-09-24,1757,SPRABERRY MIDDLE,7240,1274,30,525.415,525.415,113.767,113.767,5113.316,3.66909699509976,6850,12190.975,0.044,1866.944376,0.309,0.011009,2.34240425,0.191,0.199,0.809,3.27691340446472
85758.9921875,778,QEP,2017-09-08,1773,SPRABERRY LOWER,7059,1410,31,369.419,369.419,178.478,178.478,5818.857,2.8085775212643,7250,16991.93,0.04,2581.37792,0.515,0.016,1.774075524,0.204,0.144,0.808,3.42583966255188
82476,779,QEP,2017-09-15,1766,SPRABERRY LOWER,7002,1291,31,383.412,383.412,190.712,190.712,6012.521,2.32780983776085,7250,26983.222,0.054,3114.515577,0.431,0.016,2.601740047,0.209,0.173,0.808,3.34147310256958
84607,780,QEP,2017-07-15,1828,SPRABERRY MIDDLE,7161,1288,32,525.604,525.604,122.614,122.614,5235.93,3.80022399330191,6850,14858.907,0.053,1802.525328,0.311,0.011009,2.249769236,0.231,0.194,0.808,3.29261875152588
79115,781,QEP,2017-09-15,1766,SPRABERRY LOWER,7119,1367,31,360.452,360.452,190.712,190.712,5821.808,2.93422880006437,7250,16751.316,0.046,2470.83663,0.562,0.008,1.807740121,0.197,0.15,0.817,3.41237783432007
67396,782,QEP,2017-09-07,1774,SPRABERRY LOWER,7167,1372,16,369.318,369.318,178.478,178.478,5997.335,2.45501716492975,7250,24702.428,0.053,2953.136175,0.466,0.016,2.438697861,0.208,0.178,0.807,3.29587578773499
79092,783,QEP,2017-09-08,1773,SPRABERRY MIDDLE,7117,1383,30,385.446,385.446,9.588,9.588,5111.498,3.64592306761686,6850,13075.807,0.046,1878.8109,0.288,0.011009,2.358467319,0.19,0.195,0.808,3.32306861877441
80405,784,QEP,2017-06-15,1858,WOLFCAMP B,6972,1819,41,10.282,10.282,274.227,116.811,6721.677,6.57268915484158e-02,281.129,6661.121,0.062,4277.229508,0.744,0.015,2.91451905,0.195,0.161,0.808,3.92987823486328
93581,785,QEP,2017-06-10,1863,WOLFCAMP A,7118,1815,38,16.321,16.321,157.416,157.416,6447.45,2.11833337998888,8250,14354.751,0.055,3894.571118,0.536,0.012,2.616571508,0.211,0.127,0.809,3.92432165145874
96562,786,QEP,2017-06-15,1858,WOLFCAMP A,7208,1805,39,620.462,620.462,116.811,116.811,6604.866,2.1013265238033,8250,13658.317,0.059,3926.091403,0.58,0.012,3.086949271,0.204,0.152,0.809,3.97838425636292
151378,787,QEP,2017-06-15,1858,WOLFCAMP A,7161,1804,39,11.117,11.117,163.412,163.412,6441.454,2.23046194758637,8250,13614.674,0.051,3698.785361,0.526,0.016,2.532190768,0.207,0.15,0.808,3.9349308013916
119577,788,QEP,2017-06-15,1858,WOLFCAMP A,7272,1812,38,1174.178,898.331,139.75,133.571,6587.383,2.11299870609999,8250,12533.75,0.059,3904.403716,0.613,0.016,2.921417328,0.201,0.182,0.807,3.99624800682068
88101,789,QEP,2017-09-25,1756,SPRABERRY LOWER,6963,1436,31,384.771,384.771,3.83,3.83,5838.514,2.73929436636316,7250,21804.03,0.043,2646.666999,0.435,0.01,1.821377081,0.203,0.156,0.809,3.4143807888031
60057,790,QEP,2017-09-23,1758,SPRABERRY LOWER,7026,1314,31,360.625,360.625,175.868,175.868,6014.382,2.3398582874349,7250,25858.207,0.053,3098.478245,0.446,0.01,2.556047436,0.209,0.177,0.809,3.36473059654236
69805,791,QEP,2017-09-26,1755,SPRABERRY MIDDLE,6985,1359,32,543.588,543.588,1.662,1.662,5227.083,3.50582504705311,6850,13217.734,0.052,1953.890998,0.388,0.011009,2.16250013,0.221,0.191,0.809,3.29413723945618
108649.84375,792,FANG,2015-08-12,2531,WOLFCAMP A,9668,1406,45,2000,2000,500,500,5409.659,2.53021630235532,8250,27945.885,0.069,3260.590801,0.33,0.016,3.262648818,0.225,0.177,0.843,5.05016756057739
100391.703125,793,FANG,2015-08-24,2519,WOLFCAMP B,9724,1238,38,803.668541598695,649.201341761826,176.282343800979,175.886101141925,5583.29931640625,0.11990096526079,436.458,11280.984,0.062,3640.154181,0.764,0.015,2.982762398,0.196,0.179,0.844,4.7876091003418
90787.703125,794,FANG,2015-08-30,2513,WOLFCAMP C,9407,1393,47,2000,2000,500,500,6394.279,2.12752964067879,9450,8572.967,0.059,4441.771254,0.845,0.013,2.335200737,0.216,0.225,0.843,5.10281038284302
165484.67,795,CPE,2017-03-25,1940,WOLFCAMP A,7802,1899,55,660.446,671.914,8.724,6.063,4911.219,2.54475826796172,8250,17945.271,0.049,3241.958226,0.399,0.017,2.445499239,0.191,0.24,0.863,4.03290224075317
148045.1,796,CPE,2017-03-25,1940,WOLFCAMP A,7802,1935,54,658.833,658.833,6.063,6.063,4905.156,2.70594514391107,8250,16335.889,0.043,3048.842294,0.377,0.017,2.365983676,0.186,0.257,0.864,4.05561351776123
29461.12109375,797,FANG,2015-08-08,2535,WOLFCAMP A,5627,1266,20,57.655,57.655,260.576,260.576,4874.235,3.09471598735617,8250,19164.828,0.056,2665.834291,0.373,0.018,2.681107495,0.215,0.211,0.852,2.90062737464905
40842.921875,798,FANG,2015-08-16,2527,WOLFCAMP A,5930,1274,20,56.853,56.853,272.622,272.622,4862.19,3.01315686398249,8250,20271.853,0.057,2737.992203,0.362,0.018,2.742344325,0.216,0.207,0.851,3.0110559463501
29037.181640625,799,FANG,2015-08-22,2521,WOLFCAMP A,5927,1590,21,37.545,37.545,230.584,230.584,4879.83,2.61942737198611,8250,21238.562,0.056,3149.543327,0.344,0.018,2.661606868,0.208,0.242,0.849,2.98651838302612
23856.197265625,800,FANG,2015-09-13,2499,WOLFCAMP A,5837,1028,19,31.544,31.544,36.465,36.465,4847.594,2.87952521768328,8250,21022.988,0.057,2865.055652,0.357,0.021,2.667652188,0.212,0.223,0.847,2.77796745300293
42993.125,801,FANG,2015-09-11,2501,WOLFCAMP A,5927,996,17,594.608,594.608,36.465,36.465,4884.058,2.64909484529614,8250,20043.946,0.056,3114.271282,0.384,0.021,2.712283857,0.204,0.241,0.845,2.76414918899536
33833.015625,802,FANG,2015-09-15,2497,WOLFCAMP A,5775,1021,19,609.985,609.985,53.823,53.823,4830.235,2.77676016997037,8250,21719.912,0.057,2971.088425,0.343,0.023,2.663856868,0.209,0.232,0.843,2.743159532547
50729.56640625,803,FANG,2015-07-31,2543,WOLFCAMP B,5927,1257,21,803.668541598695,649.201341761826,176.282343800979,175.886101141925,5071.8115234375,0.158257164681845,437.79,11794.912,0.053,2766.320254,0.685,0.017,2.625300308,0.2,0.207,0.854,3.05625510215759
59037.81640625,804,FANG,2015-08-08,2535,WOLFCAMP B,5927,2467,20,56.046,56.046,265.494,265.494,5139.73,0.138532223421399,449.718,14919.8325,0.057,3246.306086,0.63,0.017,2.544309654,0.196,0.22,0.852,3.99612426757813
46647.921875,805,FANG,2015-08-08,2535,WOLFCAMP B,5927,1260,21,56.892,56.892,260.576,260.576,5134.812,0.1320930733425,437.79,15304.964,0.058,3314.254025,0.623,0.017,2.613226195,0.194,0.217,0.851,3.05153250694275
43626.65234375,806,FANG,2015-08-17,2526,WOLFCAMP B,5927,1305,20,36.589,36.589,261.776,261.776,5141.607,0.156747131624967,430.56,11867.507,0.054,2746.844523,0.682,0.017,2.60337291,0.194,0.22,0.849,3.05333209037781
29983.224609375,807,FANG,2015-09-09,2503,WOLFCAMP B,5927,1007,18,32.868,32.868,262.208,262.208,5115.654,0.140907373280306,442.611,15246.574,0.058,3141.148612,0.622,0.02,2.554632204,0.193,0.228,0.847,2.81967854499817
33131.5,808,FANG,2015-09-11,2501,WOLFCAMP B,5852,910,22,803.668541598695,649.201341761826,176.282343800979,175.886101141925,5081.28564453125,0.165520062863177,441.87,12584.262,0.057,2669.585743,0.679,0.02,2.623166112,0.194,0.218,0.846,2.76124000549316
38209.87109375,809,FANG,2015-09-13,2499,WOLFCAMP B,5852,953,18,803.668541598695,649.201341761826,176.282343800979,175.886101141925,5104.4072265625,0.210180272400197,441.87,10826.819,0.06,2102.338126,0.712,0.02,2.172457627,0.221,0.158,0.844,2.75509023666382
182986.296875,810,CRWNQST,2018-07-28,1450,WOLFCAMP B,10052,1955,47,322.66,322.66,6.06,219.617,6213.796,0.124116357961347,416.153,10142.142,0.063,3352.926293,0.694,0.007,2.776005204,0.181,0.259,0.808,5.74666500091553
151415.953125,811,CRWNQST,2018-07-22,1456,WOLFCAMP B,10232,1920,47,307.473,307.473,232.58,232.58,6206.342,0.116801870970888,397.168,9241.932,0.068,3400.35649,0.75,0.008,2.759137326,0.18,0.259,0.805,5.78577995300293
175943.5,812,CRWNQST,2018-07-29,1449,WOLFCAMP B,9512,1882,41,208.021,208.021,225.677,225.677,6219.856,0.11092997875143,397.168,8188.412,0.068,3580.348653,0.785,0.007,2.735603043,0.176,0.261,0.806,5.33365154266357
224493.625,813,CRWNQST,2018-07-17,1461,WOLFCAMP B,9512,1891,48,817.883,569.361,176.482,120.436,6203.611,0.109598112481712,379.119,8316.632,0.07,3459.174537,0.788,0.004,2.719320264,0.178,0.259,0.802,5.49176025390625
170411.0625,814,CRWNQST,2018-07-22,1456,WOLFCAMP A,10232,1910,47,322.64,303.18,187.844,219.617,5994.179,2.26505953764592,8250,16310.026,0.045,3642.288365,0.4,0.004,2.448707762,0.178,0.345,0.808,5.82492780685425
214004.578125,815,CRWNQST,2018-07-17,1461,WOLFCAMP A,10232,1923,49,327.74,315.664,216.432,235.259,5971.083,2.29164741300899,8250,16719.596,0.047,3600.030246,0.408,0.004,2.496852962,0.179,0.338,0.805,5.77896976470947
234562.65625,816,CRWNQST,2018-08-03,1444,WOLFCAMP A,9512,1954,48,207.491,207.491,232.58,232.58,5973.763,2.26452380877759,8250,18796.778,0.052,3643.150038,0.407,0.004,2.539165723,0.182,0.327,0.806,5.4782395362854
385484.34375,817,XOM,2019-01-10,1284,WOLFCAMP B,12928,1700,59,12.838,12.838,1.605,395.348,6638.654,8.59691160451559e-02,365.96,10676.502,0.047,4256.877549,0.61,0.015,2.785237659,0.169,0.256,0.915,7.35451650619507
171150.65625,818,XOM,2019-01-10,1284,WOLFCAMP A,12917,1696,57,10.908,10.908,395.348,395.348,6243.306,2.35644750180207,8250,32578.552,0.056,3501.032802,0.203,0.014,2.750552515,0.185,0.283,0.915,7.25016307830811
363163.46875,819,XOM,2019-01-12,1282,WOLFCAMP B,12938,1702,59,330.698,330.698,369.978,369.978,6640.26,8.56304232144117e-02,365.96,11587.633,0.049,4273.714718,0.585,0.009,2.778851496,0.171,0.255,0.914,7.36968564987183
164250.515625,820,XOM,2019-01-12,1282,WOLFCAMP A,12921,1708,60,212.475,212.475,363.332,363.332,6270.282,2.14675032363764,8250,24151.018,0.047,3843.017937,0.28,0.011,2.523242667,0.172,0.326,0.914,7.32554817199707
385977.84375,821,XOM,2019-01-07,1287,WOLFCAMP B,12960,1704,54,213.589,213.589,363.332,363.332,6633.614,8.54532433219143e-02,365.96,11079.397,0.046,4282.575895,0.585,0.009,2.773605698,0.17,0.257,0.914,7.26360130310059
182553.15625,822,XOM,2019-01-07,1287,WOLFCAMP A,12910,1711,49,436.798,436.798,358.448,358.448,6268.17,2.12597053350828,8250,23990.893,0.048,3880.580596,0.302,0.011,2.528830784,0.173,0.329,0.913,7.09701442718506
386124.15625,823,XOM,2019-01-09,1285,WOLFCAMP B,12917,1713,65,114.786,114.786,358.448,358.448,6626.618,8.82269675630426e-02,380.102,10685.564,0.044,4308.229224,0.591,0.009,2.762408444,0.17,0.26,0.913,7.4971489906311
204711.84375,824,XOM,2019-01-09,1285,WOLFCAMP A,12916,1434,73,114.773,114.773,371.151,371.151,6255.468,2.1307865310413,8250,25012.875,0.047,3871.809719,0.267,0.011,2.526081172,0.173,0.325,0.913,5.84306621551514
186491.4375,825,CRWNQST,2018-05-29,1510,WOLFCAMP A,10127,1773,39,314.354,314.354,178.003,178.003,5444.637,2.73119186390378,8250,12221.954,0.048,3020.659262,0.58,0.02,2.507935289,0.184,0.265,0.879,5.38446044921875
92155.5625,826,CRWNQST,2018-05-26,1513,WOLFCAMP A,10127,1790,42,314.477,314.477,163.474,163.474,5266.634,2.99049524805575,8250,7865.725,0.053,2758.740381,0.736,0.02,2.282441517,0.207,0.139,0.879,5.35521650314331
148289,827,CRWNQST,2018-05-21,1518,WOLFCAMP A,9332,1762,42,344.323,344.323,163.474,163.474,5430.108,2.80110484511465,8250,12322.983,0.048,2945.266406,0.591,0.02,2.489117619,0.184,0.264,0.88,5.00270938873291
199570,828,CRWNQST,2018-05-23,1516,WOLFCAMP A,10177,1746,40,1433.117,676.279,159.362,10.762,5261.44,3.11188721335129,8250,8881.922,0.049,2651.124361,0.69,0.02,2.323611564,0.209,0.142,0.88,5.35390186309814
126877.9921875,829,CRWNQST,2018-05-15,1524,WOLFCAMP A,8612,1791,37,782.279,730.807,155.437,150.056,5411.497,2.70109792313055,8250,10404.783,0.045,3054.313555,0.646,0.018,2.440123807,0.182,0.278,0.882,4.71697092056274
55974.00390625,830,APA,2015-07-24,2550,WOLFCAMP A,4408,2943,26,48.883,48.883,500,336.541,6328.917,2.60739806084462,8250,32278.377,0.051,3164.073842,0.3,0.009,2.520772066,0.171,0.33,0.937,3.46700739860535
65541,831,APA,2015-07-20,2554,WOLFCAMP B,4467,2858,24,45.59,399.466,500,336.541,6665.458,0.143047963178303,458.127,19942.018,0.064,3202.611137,0.574,0.008,2.813973449,0.151,0.303,0.937,3.48847627639771
130146,832,APA,2016-06-04,2234,WOLFCAMP B,5074,1768,52,1382.994,1382.994,10.747,10.747,6584.098,0.111068571039776,460.031,33189.86,0.068,4141.864757,0.506,0.008,3.261582131,0.179,0.235,0.937,3.35951948165894
158518.015625,833,APA,2016-06-05,2233,WOLFCAMP B,5024,1707,52,1191.724,1287.048,12.371,13.995,6573.352,0.112877245077642,459.149,29473.287,0.067,4067.684321,0.544,0.007,3.200689836,0.18,0.241,0.937,3.30881786346436
84748.34375,834,APA,2017-06-30,1843,WOLFCAMP B,5106,2554,72,667.545,488.104,211.325,193.49,6824.135,0.117772331690536,452.062,14521.379,0.052,3838.439755,0.636,0.01,2.49896486,0.148,0.326,0.938,4.03349161148071
80597.359375,835,APA,2017-06-24,1849,WOLFCAMP B,5105,2430,76,288.409,288.409,229.16,229.16,6594.974,0.118561337513176,452.062,33145.269,0.069,3812.895582,0.459,0.01,3.478420147,0.157,0.258,0.938,3.96027040481567
98160.1875,836,APA,2017-06-22,1851,WOLFCAMP B,5157,1841,45,289.919,289.919,233.017,233.017,6827.991,0.106968461769427,452.062,17656.6105,0.053,4226.124154,0.564,0.01,2.621443777,0.151,0.317,0.938,3.5213029384613
111771.4296875,837,APA,2017-06-13,1860,WOLFCAMP B,5109,1691,57,303.794,303.794,229.389,229.389,6578.993,0.116237150590977,456.661,31240.646,0.067,3928.700916,0.504,0.01,3.384824384,0.168,0.246,0.938,3.37008953094482
63126.25390625,838,APA,2017-06-16,1857,WOLFCAMP B,5090,1648,51,301.521,301.521,229.389,229.389,6808.382,0.11578276451329,456.661,12272.573,0.051,3944.118988,0.681,0.01,2.476808021,0.15,0.325,0.938,3.32268691062927
72470.4296875,839,APA,2017-06-19,1854,WOLFCAMP B,4949,1676,56,306.911,306.911,234.339,234.339,6574.043,0.116547926319041,456.661,31348.652,0.066,3918.225012,0.505,0.01,3.34595203,0.169,0.248,0.938,3.28345012664795
82444.015625,840,APA,2017-02-15,1978,WOLFCAMP A,5043,1701,52,439.895,376.835,251.491,234.524,6501.105,2.02397924101104,8250,19434.758,0.056,4076.128763,0.624,0.011,2.893153593,0.181,0.286,0.939,3.29145193099976
76168.484375,841,APA,2017-02-12,1981,WOLFCAMP B,5055,1810,54,439.605,439.605,211.546,211.546,6735.629,0.106572936762098,456.556,15579.265,0.062,4283.976907,0.644,0.011,2.73577004,0.171,0.277,0.939,3.41234397888184
124903.78125,842,APA,2017-02-12,1981,WOLFCAMP B,5108,1703,50,426.285,426.285,211.546,211.546,6524.084,0.11367868254236,458.428,24611.721,0.057,4032.66461,0.532,0.011,3.08234568,0.179,0.264,0.939,3.3161473274231
70912.296875,843,APA,2017-02-20,1973,WOLFCAMP B,5026,1698,51,424.49,424.49,198.756,198.756,6738.846,0.103431121952325,458.428,17393.189,0.06,4432.20562,0.599,0.011,2.757743264,0.171,0.276,0.939,3.31318473815918
94718.296875,844,APA,2017-01-21,2003,WOLFCAMP B,5026,1775,56,366.036,201.192,198.756,198.756,6540.089,0.113309389847239,458.428,29805.492,0.06,4045.807683,0.496,0.01,3.192813355,0.178,0.252,0.939,3.3684298992157
77832.125,845,APA,2017-02-14,1979,WOLFCAMP B,5033,1699,51,370.905,370.905,55.041,253.797,6793.886,0.126740584858483,458.428,10725.854,0.055,3617.057634,0.74,0.011,2.489282677,0.155,0.319,0.939,3.32225704193115
100560.03125,846,APA,2018-09-07,1409,WOLFCAMP B,5081,1698,51,858.847,858.847,14.556,14.556,6723.801,0.103831028524256,439.393,16768.23,0.06,4231.80822,0.562,0.007,2.727551849,0.147,0.311,0.925,3.34138345718384
86423,847,HANNATHON,2018-09-20,1396,WOLFCAMP A,7617,2746,64,863.178,863.178,9.235,9.235,4238.106,2.90004994118003,8250,14312.287,0.049,2844.778596,0.294,0.032,2.862589278,0.179,0.249,0.782,6.67773151397705
51270.6015625,848,OVV,2015-02-15,2709,WOLFCAMP A,7688,1628,39,15.239,15.239,198.334,198.334,5007.509,2.74343545734136,8250,17518.584,0.059,3007.178455,0.47,0.014,3.093832368,0.212,0.224,0.846,3.7938711643219
28252.544921875,849,OVV,2015-06-11,2593,WOLFCAMP A,6901,2047,39,2000,2000,500,500,4898.683,2.63609026058685,8250,22663.118,0.062,3129.63487,0.358,0.016,3.311141896,0.233,0.168,0.834,3.81326293945313
104197.4765625,850,OVV,2015-06-11,2593,WOLFCAMP B,7743,1891,34,867.452,440.9,214.19,230.045,5205.843,0.124927389894829,430.01,11729.445,0.06,3442.079438,0.727,0.012,2.819646594,0.192,0.195,0.846,4.02015686035156
78946.453125,851,OVV,2015-06-11,2593,WOLFCAMP A,6977,2027,39,2000,2000,500,500,5023.862,2.54193223407397,8250,16992.795,0.057,3245.562525,0.469,0.016,2.682873116,0.204,0.272,0.82,3.84077572822571
93906,852,LPI,2018-08-02,1445,WOLFCAMP A,10022,1961,50,526.394,526.394,339.624,339.624,5571.893,2.47177476500918,8250,16963.5485,0.055,3337.682752,0.478,0.01,2.794548219,0.198,0.227,0.795,5.32303667068481
117407.6875,853,LPI,2018-04-30,1539,WOLFCAMP B,9878,3247,45,791.91,659.212,348.958,358.292,5911.517,9.77282088400054e-02,342.968,13312.624,0.075,3509.406384,0.725,0.011,2.871286338,0.207,0.162,0.786,6.65615701675415
105218.6484375,854,LPI,2018-05-09,1530,SPRABERRY LOWER,9872,3219,79,2000,1180.497,10.887,500,5065.7,2.81719632115412,7250,18589.221,0.065,2573.480572,0.662,0.013,2.512432544,0.236,0.118,0.786,6.50242757797241
103514.9921875,855,LPI,2019-01-28,1266,WOLFCAMP A,10022,984,49,780.595,780.595,14.453,14.453,5538.772,2.40437118668624,8250,20799.723,0.057,3431.250568,0.408,0.009,2.984600916,0.202,0.235,0.785,4.20518255233765
73319.4375,856,OVV,2016-06-24,2214,WOLFCAMP A,4700,1516,30,717.044230319149,574.877384574469,198.159905851064,213.280151063831,5647.53,2.51694012594188,8250,15294.24,0.053,3277.789533,0.499,0.015,2.791072326,0.189,0.237,0.79,2.59843444824219
90495.296875,857,OVV,2016-06-24,2214,WOLFCAMP B,4708,1513,30,2000,2000,500,500,5249.153,0.156605051144619,539.573,3921.139,0.06,3445.438037,0.888,0.037,2.562141103,0.157,0.325,0.718,2.54661321640015
77683.734375,858,SABLE,2015-08-21,2522,WOLFCAMP A,9759,1394,27,1343.922,1044.169,29.641,49.251,4491.959,2.53388000864176,8250,20997.395751677,0.074,3255.87635241744,0.420627450980391,0.014,5.52068939566247,0.206,0.221,0.797,5.56146717071533
57989.54296875,859,SABLE,2017-02-11,1982,WOLFCAMP A,9528,1937,36,386.095,386.095,7.982,159.926,4481.929,2.67923396485617,8250,20214.179,0.057,3079.23836,0.5,0.015,3.126731465,0.195,0.303,0.794,6.40073776245117
92956.75,860,SABLE,2015-08-21,2522,WOLFCAMP B,9809,1808,45,2000,662.199,312.789,500,4791.753,0.216397370710282,556.926,6079.264,0.059,2573.626464,0.862,0.014,2.400546439,0.157,0.364,0.794,6.59865951538086
56769.3125,861,SABLE,2018-02-14,1614,WOLFCAMP A,9435,40,1,1296.232,1296.232,315.756,315.756,4475.997,2.84250366792797,8250,19239.073,0.054,2902.370925,0.495,0.017,2.920772877,0.194,0.314,0.789,3.00274181365967
72614.328125,862,SABLE,2019-02-14,1249,WOLFCAMP C,9769,49,2,2000,2000,500,500,5545.962,2.97409302125315,9450,13642.446,0.073,3177.439284,0.772,0.013,3.035329338,0.237,0.148,0.803,3.27314686775208
